L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
2.16556321089604,1.6523174004879606,-0.5132458104080793,100000,2,3,0,0.01,2,15.625,0.0,46.875,0.0
1.647889210944434,1.6515339233584974,0.0036447124140635,100000,2,3,0,0.01,2,0.0,0.0,62.5,0.0
1.647552083102194,1.6521811156259718,0.0046290325237778,100000,2,3,0,0.01,2,15.625,0.0,46.875,0.0
1.088395759973759,0.9950819135478952,-0.0933138464258638,100000,2,6,0,0.01,3,15.625,0.0,62.5,0.0
0.98530709247466,0.978346897406996,-0.0069601950676638,100000,2,6,0,0.01,3,0.0,0.0,0.0,0.0
0.975979271589658,0.9809934789913284,0.0050142074016705,100000,2,6,0,0.01,3,0.0,0.0,62.5,0.0
0.97531697599106,0.9761838265877792,0.0008668505967192,100000,2,6,0,0.01,3,15.625,0.0,62.5,0.0
0.790443802531916,0.6982444555279312,-0.0921993470039848,100000,2,9,0,0.01,4,46.875,0.0,78.125,0.0
0.6912421620299012,0.6928088404643246,0.0015666784344233,100000,2,9,0,0.01,4,15.625,0.0,62.5,15.625
0.6894243403686626,0.6905204297420338,0.0010960893733711,100000,2,9,0,0.01,4,15.625,0.0,62.5,0.0
0.6885085409138839,0.6914674302861152,0.0029588893722313,100000,2,9,0,0.01,4,15.625,0.0,46.875,15.625
0.6879250387818452,0.6894614606972934,0.0015364219154482,100000,2,9,0,0.01,4,15.625,0.0,46.875,15.625
4.183992206161254,4.078617843667795,-0.1053743624934595,100000,2,3,0,0.01,2,0.0,0.0,62.5,15.625
4.067333831390373,4.10767361048017,0.0403397790897965,100000,2,3,0,0.01,2,0.0,0.0,46.875,0.0
4.064950397406871,4.06981609364018,0.0048656962333089,100000,2,3,0,0.01,2,15.625,0.0,31.25,0.0
2.0658946990022744,1.872610108914312,-0.1932845900879627,100000,2,6,0,0.01,2,15.625,0.0,62.5,0.0
1.8659924142178508,1.8705352887366464,0.0045428745187956,100000,2,6,0,0.01,2,15.625,0.0,46.875,0.0
1.865025060355843,1.8711305191211016,0.0061054587652586,100000,2,6,0,0.01,2,15.625,0.0,46.875,0.0
1.5570624257241257,1.4372592282665355,-0.1198031974575899,100000,2,9,0,0.01,5,15.625,0.0,62.5,0.0
