L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
10354109.604905969,,,111753,9,9,0,0.01,9,31.25,15.625,46.875,0.0,0.0,0.0,93.75,1203.125
2463735.1682591727,,,111753,9,9,0,0.01,9,0.0,0.0,46.875,0.0,0.0,0.0,78.125,0.0
2463148.458503397,,,111753,9,9,0,0.01,9,0.0,0.0,31.25,0.0,0.0,0.0,109.375,0.0
2462717.808754149,,,111753,9,9,0,0.01,9,0.0,0.0,46.875,0.0,0.0,0.0,78.125,0.0
2461436.8450812357,,,111753,9,9,0,0.01,9,0.0,15.625,31.25,0.0,0.0,0.0,109.375,0.0
2452583.3315985925,,,111753,9,9,0,0.01,9,0.0,0.0,46.875,0.0,0.0,0.0,93.75,0.0
2389454.49854567,,,111753,9,9,0,0.01,9,0.0,0.0,46.875,0.0,0.0,0.0,93.75,0.0
2228933.294475575,,,111753,9,9,0,0.01,9,0.0,0.0,31.25,0.0,0.0,0.0,93.75,0.0
2134998.7215217105,,,111753,9,9,0,0.01,9,0.0,0.0,46.875,0.0,0.0,0.0,93.75,0.0
2134555.7395151625,,,111753,9,9,0,0.01,9,0.0,0.0,62.5,0.0,0.0,0.0,78.125,0.0
