L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
682115.7067733357,645065.3982536447,-37050.308519690996,12455,13,4,0,0.01,10,0.0,0.0,0.0,0.0
638091.3478107036,642423.5213846692,4332.173573965672,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
636768.3232745302,625065.7648466222,-11702.558427907992,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
608415.0059222501,602464.2649881573,-5950.740934092784,12455,13,4,0,0.01,10,15.625,0.0,15.625,0.0
576979.9038284749,585168.5945071462,8188.690678671235,12455,13,4,0,0.01,10,0.0,0.0,0.0,0.0
574545.9939512335,579064.8142924064,4518.820341172977,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
573896.740561397,578468.410495354,4571.669933956931,12455,13,4,0,0.01,10,15.625,0.0,15.625,0.0
573719.0710144868,415730.45006431564,-157988.6209501712,12455,13,4,0,0.01,10,15.625,0.0,15.625,0.0
310962.8959123626,,,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
309997.1464964723,,,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
309853.4365771879,,,12455,13,4,0,0.01,10,0.0,0.0,15.625,0.0
