L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
1738404361.580138,689689815.4693692,-1048714546.1107688,110527,8,4,0,0.01,23
1475340766.2938387,689689815.4693692,-785650950.8244696,110527,8,4,0,0.01,23
1282722695.2727885,689689815.4693692,-593032879.8034194,110527,8,4,0,0.01,23
1111798016.6940243,689689815.4693692,-422108201.22465515,110527,8,4,0,0.01,23
986191775.6120102,689689815.4693692,-296501960.14264107,110527,8,4,0,0.01,23
904488662.5857615,689689815.4693692,-214798847.11639237,110527,8,4,0,0.01,23
852613758.2523304,689689815.4693692,-162923942.78296125,110527,8,4,0,0.01,23
813069167.9374057,689689815.4693692,-123379352.46803653,110527,8,4,0,0.01,23
784050620.5361108,689689815.4693692,-94360805.06674159,110527,8,4,0,0.01,23
759771992.1263912,689689815.4693692,-70082176.657022,110527,8,4,0,0.01,23
737191817.6848023,689689815.4693692,-47502002.21543312,110527,8,4,0,0.01,23
720516317.5057709,689689815.4693692,-30826502.03640175,110527,8,4,0,0.01,23
709735269.8582928,689689815.4693692,-20045454.388923645,110527,8,4,0,0.01,23
702854364.0976902,689689815.4693692,-13164548.628321052,110527,8,4,0,0.01,23
697928866.8187059,689689815.4693692,-8239051.349336743,110527,8,4,0,0.01,23
694952697.4051725,689689815.4693692,-5262881.935803294,110527,8,4,0,0.01,23
692527014.1001438,689689815.4693692,-2837198.630774617,110527,8,4,0,0.01,23
690498573.1543216,689689815.4693692,-808757.6849523783,110527,8,4,0,0.01,23
688676760.7304136,689689815.4693692,1013054.738955617,110527,8,4,0,0.01,23
687506472.4515249,689689815.4693692,2183343.0178443193,110527,8,4,0,0.01,23
686602063.5453144,689689815.4693692,3087751.924054742,110527,8,4,0,0.01,23
685781820.7152958,689689815.4693692,3907994.7540733814,110527,8,4,0,0.01,23
685067090.0386943,689689815.4693692,4622725.430674911,110527,8,4,0,0.01,23
684522648.9581064,689689815.4693692,5167166.5112627745,110527,8,4,0,0.01,23
