L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
39409350865130.99,16268482939236.174,-23140867925894.82,138509,14,3,0,0.01,18
16028841746763.494,17067348432364.39,1038506685600.8965,138509,14,3,0,0.01,18
15717916411653.236,15699445844420.393,-18470567232.84375,138509,14,3,0,0.01,18
15029663903962.152,15576161946797.781,546498042835.6289,138509,14,3,0,0.01,18
14609658187542.838,14875722538851.918,266064351309.08008,138509,14,3,0,0.01,18
14358231409930.104,19579924267316.89,5221692857386.787,138509,14,3,0,0.01,18
14204361532375.395,17004233319111.959,2799871786736.5645,138509,14,3,0,0.01,18
14065582721851.16,16333729203451.139,2268146481599.9785,138509,14,3,0,0.01,18
13982569929973.293,14555247725288.63,572677795315.3379,138509,14,3,0,0.01,18
13946482191215.209,15374110013100.066,1427627821884.8574,138509,14,3,0,0.01,18
13940409975154.059,15095740312211.389,1155330337057.33,138509,14,3,0,0.01,18
13934658166096.715,14839012213612.098,904354047515.3828,138509,14,3,0,0.01,18
13914745605569.795,14705550493226.191,790804887656.3965,138509,14,3,0,0.01,18
13901225120372.506,15303390027517.723,1402164907145.2168,138509,14,3,0,0.01,18
13896295852926.68,25294755209447.223,11398459356520.543,138509,14,3,0,0.01,18
13889296707843.0,14269817349766.75,380520641923.75,138509,14,3,0,0.01,18
13884770576643.246,14284394006963.164,399623430319.91797,138509,14,3,0,0.01,18
13884701439987.168,14963524910934.047,1078823470946.8789,138509,14,3,0,0.01,18
13884700304907.352,14231058913925.203,346358609017.85156,138509,14,3,0,0.01,18
