,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,4609459760.938178,4519235410.58193,-90224350.3562479,10692,8,5,0,0.01,49,110922392.99396995
1,4552705488.221474,4482275340.424242,-70430147.79723167,10692,8,5,0,0.01,49,110922392.99396995
2,4528622406.040685,4499999377.279554,-28623028.761130333,10692,8,5,0,0.01,49,110922392.99396995
3,4509914225.693042,4553418431.636083,43504205.94304085,10692,8,5,0,0.01,49,110922392.99396995
4,4493910284.953891,4479502700.029929,-14407584.92396164,10692,8,5,0,0.01,49,110922392.99396995
5,4479995985.193976,4477867103.002899,-2128882.1910772324,10692,8,5,0,0.01,49,110922392.99396995
6,4467158325.777778,4482931276.733352,15772950.955574036,10692,8,5,0,0.01,49,110922392.99396995
7,4449344731.049008,4473086131.862327,23741400.813318253,10692,8,5,0,0.01,49,110922392.99396995
8,4397211277.5551815,4497605481.941171,100394204.3859892,10692,8,5,0,0.01,49,110922392.99396995
9,4046573595.302095,4467379647.66676,420806052.3646655,10692,8,5,0,0.01,49,110922392.99396995
10,1727761269.4685743,4042723874.00318,2314962604.534605,10692,8,5,0,0.01,49,110922392.99396995
11,370156961.5821175,1707298015.1045642,1337141053.5224466,10692,8,5,0,0.01,49,110922392.99396995
12,365632009.62457913,366713574.9885896,1081565.3640104532,10692,8,5,0,0.01,49,110922392.99396995
13,362035603.41105497,358167115.4690423,-3868487.942012668,10692,8,5,0,0.01,49,110922392.99396995
14,359244136.62738496,361833342.5933408,2589205.965955853,10692,8,5,0,0.01,49,110922392.99396995
15,357481268.85858583,357740045.54863447,258776.690048635,10692,8,5,0,0.01,49,110922392.99396995
16,356436637.5999813,357474077.46988404,1037439.86990273,10692,8,5,0,0.01,49,110922392.99396995
17,355678847.0893191,360084196.97848856,4405349.889169455,10692,8,5,0,0.01,49,110922392.99396995
18,355012277.833988,360462846.6865881,5450568.852600098,10692,8,5,0,0.01,49,110922392.99396995
19,354558897.9933595,360251404.3723345,5692506.378974974,10692,8,5,0,0.01,49,110922392.99396995
20,354313008.832211,355434194.4305088,1121185.5982977748,10692,8,5,0,0.01,49,110922392.99396995
21,354166109.9197531,358470614.34745604,4304504.427702963,10692,8,5,0,0.01,49,110922392.99396995
22,354073245.0920314,381337527.3313692,27264282.2393378,10692,8,5,0,0.01,49,110922392.99396995
23,354024170.95323604,360818742.22119343,6794571.267957389,10692,8,5,0,0.01,49,110922392.99396995
24,353978513.47063226,264402772.5365694,-89575740.93406287,10692,8,5,0,0.01,49,110922392.99396995
25,353939653.84212494,354731660.3060232,792006.4638982415,10692,8,5,0,0.01,49,110922392.99396995
26,353911863.23307145,360713334.3895436,6801471.1564721465,10692,8,5,0,0.01,49,110922392.99396995
27,353892182.91769546,356767215.8068649,2875032.8891694546,10692,8,5,0,0.01,49,110922392.99396995
28,353878610.62196034,357865978.94472504,3987368.322764695,10692,8,5,0,0.01,49,110922392.99396995
29,353870119.60016835,354983063.7408343,1112944.1406659484,10692,8,5,0,0.01,49,110922392.99396995
30,353862334.3492331,355917243.34156376,2054908.9923306704,10692,8,5,0,0.01,49,110922392.99396995
31,353855849.85082304,355892255.3560606,2036405.5052375796,10692,8,5,0,0.01,49,110922392.99396995
32,353844330.84175086,357162278.5160868,3317947.6743359566,10692,8,5,0,0.01,49,110922392.99396995
33,353823858.3801908,354977151.8662552,1153293.4860643744,10692,8,5,0,0.01,49,110922392.99396995
34,353810497.0020576,363874369.8503554,10063872.848297777,10692,8,5,0,0.01,49,110922392.99396995
35,353800380.7759072,358827952.45211375,5027571.676206529,10692,8,5,0,0.01,49,110922392.99396995
36,353788895.4801721,372541403.2591657,18752507.778993607,10692,8,5,0,0.01,49,110922392.99396995
37,353776169.4150767,357876070.667789,4099901.252712309,10692,8,5,0,0.01,49,110922392.99396995
38,353764108.14206886,359087562.0100075,5323453.867938638,10692,8,5,0,0.01,49,110922392.99396995
39,353752376.5842686,357966535.52936774,4214158.945099115,10692,8,5,0,0.01,49,110922392.99396995
40,353735985.6673214,363849718.55059856,10113732.883277178,10692,8,5,0,0.01,49,110922392.99396995
41,353714551.92704827,355117151.98840255,1402600.0613542795,10692,8,5,0,0.01,49,110922392.99396995
42,353692469.21586233,359689657.82033294,5997188.604470611,10692,8,5,0,0.01,49,110922392.99396995
43,353672401.0567714,219932685.04779276,-133739716.00897866,10692,8,5,0,0.01,49,110922392.99396995
44,353650630.5848298,359735570.9307893,6084940.345959544,10692,8,5,0,0.01,49,110922392.99396995
45,353637338.3477366,356609720.93088293,2972382.5831463337,10692,8,5,0,0.01,49,110922392.99396995
46,353626574.10746354,358344132.7641227,4717558.656659186,10692,8,5,0,0.01,49,110922392.99396995
47,353617095.8020015,358743083.3742985,5125987.572297037,10692,8,5,0,0.01,49,110922392.99396995
48,353610335.057052,356443597.4958848,2833262.43883276,10692,8,5,0,0.01,49,110922392.99396995
49,353605762.6136364,358595161.3281893,4989398.714552939,10692,8,5,0,0.01,49,110922392.99396995
