L_sketching_resample,L_base,L_sketching,L_opt
3.749860256905267,4.212055754266335,3.857611699351821,3.6976990585547442
3.7429360735361294,3.924123697187935,3.765128096877608,3.6976990585547442
3.7282524425415793,3.884008730904963,3.741029693260165,3.6976990585547442
3.7154172061705295,3.869327293644186,3.7271277598721007,3.6976990585547442
3.7118203805379055,3.861080707256765,3.7147492428809015,3.6976990585547442
3.7088450933000816,3.854940446593431,3.704837437076064,3.6976990585547442
3.7066148259198575,3.849429375107246,3.702938306145007,3.6976990585547442
3.704781281761119,3.844003351255028,3.7017589490756255,3.6976990585547442
3.703390591241716,3.838644854274021,3.70100765401136,3.6976990585547442
3.702339620998925,3.833968586728141,3.700504182325471,3.6976990585547442
3.701507648380613,3.829560952733393,3.700163438542712,3.6976990585547442
3.7007549240760302,3.8256342000676,3.699938380046188,3.6976990585547442
3.700099467213647,3.822185244395078,3.699773486002441,3.6976990585547442
3.699599998435017,3.819352038766125,3.699645584592986,3.6976990585547442
3.699251760934716,3.816864039805809,3.6995732303287143,3.6976990585547442
3.698975604201688,3.814562929081235,3.699523859322668,3.6976990585547442
3.69878997933202,3.812187218074003,3.69948380851456,3.6976990585547442
3.6986633280304777,3.8096581398873433,3.6994533578967226,3.6976990585547442
3.698570389100272,3.806966307001573,3.699420044449898,3.6976990585547442
3.6984976338441258,3.80414456633596,3.69939702509547,3.6976990585547442
3.698444044121663,3.800865169374964,3.6993787360774952,3.6976990585547442
3.698410597710461,3.797033858586393,3.699362314156841,3.6976990585547442
3.698384620079085,3.792317718225178,3.6993511876921863,3.6976990585547442
3.6983564616660702,3.787152628531734,3.699339535081015,3.6976990585547442
3.698334611678091,3.781638345994472,3.6993294466688855,3.6976990585547442
3.698321729165064,3.775586027681626,3.699320514765041,3.6976990585547442
3.698314894960805,3.769890025144618,3.699309956102305,3.6976990585547442
3.698309648762666,3.764669695824499,3.6992999867762246,3.6976990585547442
3.698303929856305,3.760467179543256,3.699292375600003,3.6976990585547442
3.698301049741576,3.7573313543792097,3.699283310756316,3.6976990585547442
