L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
7.897766857509402,7.891955171344367,-0.00581168616503458,100000,3,4,0,0.01
7.885635552825715,7.891955171344367,0.006319618518652703,100000,3,4,0,0.01
7.881621900237381,7.891955171344367,0.010333271106986786,100000,3,4,0,0.01
7.879891060909927,7.891955171344367,0.012064110434440778,100000,3,4,0,0.01
7.879110828430484,7.891955171344367,0.012844342913883366,100000,3,4,0,0.01
7.878730501056346,7.891955171344367,0.013224670288021656,100000,3,4,0,0.01
7.878480369889563,4.31131133266154,-3.567169037228023,100000,3,4,0,0.01
7.878175184375649,4.31131133266154,-3.5668638517141087,100000,3,4,0,0.01
7.877627262177552,4.31131133266154,-3.566315929516012,100000,3,4,0,0.01
7.8764202235291005,4.31131133266154,-3.5651088908675606,100000,3,4,0,0.01
7.873760135664226,4.31131133266154,-3.5624488030026864,100000,3,4,0,0.01
7.8679996263486975,4.31131133266154,-3.5566882936871576,100000,3,4,0,0.01
7.857091987818117,4.31131133266154,-3.5457806551565767,100000,3,4,0,0.01
7.8402401494036535,4.31131133266154,-3.5289288167421136,100000,3,4,0,0.01
7.812594472015556,4.31131133266154,-3.5012831393540162,100000,3,4,0,0.01
7.753945758703634,4.31131133266154,-3.442634426042094,100000,3,4,0,0.01
7.5518865691028125,4.31131133266154,-3.2405752364412725,100000,3,4,0,0.01
6.634587575028653,4.31131133266154,-2.323276242367113,100000,3,4,0,0.01
5.170602432950587,4.31131133266154,-0.8592911002890471,100000,3,4,0,0.01
4.64058903557367,4.31131133266154,-0.32927770291212966,100000,3,4,0,0.01
4.441923343851737,4.31131133266154,-0.13061201119019739,100000,3,4,0,0.01
4.343889050097021,4.31131133266154,-0.03257771743548066,100000,3,4,0,0.01
4.309487549746582,4.31131133266154,0.0018237829149576612,100000,3,4,0,0.01
4.301086532255797,4.31131133266154,0.010224800405742585,100000,3,4,0,0.01
4.299509634663081,4.31131133266154,0.011801697998459204,100000,3,4,0,0.01
4.299224757634168,4.31131133266154,0.012086575027372426,100000,3,4,0,0.01
4.2991822705371145,4.31131133266154,0.012129062124425438,100000,3,4,0,0.01
4.29917438908585,4.31131133266154,0.012136943575690395,100000,3,4,0,0.01
4.299173369985219,4.31131133266154,0.012137962676320946,100000,3,4,0,0.01
4.299173339492265,4.31131133266154,0.012137993169274885,100000,3,4,0,0.01
4.299173339492265,4.31131133266154,0.012137993169274885,100000,3,4,0,0.01
