L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
436.7160492991792,424.8601530543679,-11.855896244811277,581835,10,5,0,0.01,13,109.375,15.625,234.375,0.0,0.0,0.0,375.0,234.375
423.6184783471827,421.60776583073596,-2.0107125164467448,581835,10,5,0,0.01,13,0.0,15.625,234.375,0.0,0.0,0.0,390.625,0.0
421.1925993880286,421.35723025819607,0.16463087016745703,581835,10,5,0,0.01,13,0.0,0.0,234.375,0.0,0.0,0.0,390.625,0.0
421.10636704833576,421.3541503763834,0.24778332804766023,581835,10,5,0,0.01,13,0.0,15.625,234.375,0.0,0.0,0.0,390.625,0.0
421.06277150546083,421.20333086760115,0.14055936214032272,581835,10,5,0,0.01,13,0.0,15.625,218.75,0.0,0.0,0.0,375.0,0.0
421.03594985457227,421.04540592576694,0.009456071194676952,581835,10,5,0,0.01,13,0.0,15.625,250.0,0.0,0.0,0.0,375.0,0.0
421.01842111277955,421.0704410335893,0.05201992080975515,581835,10,5,0,0.01,13,0.0,15.625,218.75,0.0,0.0,0.0,390.625,0.0
421.0071342537177,421.00292417507785,-0.004210078639857784,581835,10,5,0,0.01,13,0.0,15.625,234.375,0.0,0.0,0.0,375.0,0.0
420.9898081234146,421.0180896834174,0.028281560002767492,581835,10,5,0,0.01,13,0.0,15.625,250.0,0.0,0.0,0.0,375.0,0.0
420.9871211066866,420.9923804169941,0.005259310307508258,581835,10,5,0,0.01,13,0.0,15.625,250.0,0.0,0.0,0.0,390.625,0.0
420.9858250766773,420.98751374882335,0.0016886721460309673,581835,10,5,0,0.01,13,0.0,0.0,234.375,0.0,0.0,0.0,343.75,0.0
420.9850254535506,420.99319752599297,0.008172072442391709,581835,10,5,0,0.01,13,0.0,0.0,203.125,0.0,0.0,0.0,359.375,0.0
420.9845482907046,420.99540593455794,0.01085764385334187,581835,10,5,0,0.01,13,0.0,15.625,250.0,0.0,0.0,0.0,390.625,0.0
420.9842137293291,420.985473502741,0.0012597734119026427,581835,10,5,0,0.01,13,0.0,15.625,234.375,0.0,0.0,0.0,390.625,0.0
