L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_sketching_resample_centroids,L_base,L_sketching,L_opt
698.9099882291662,477.6404374501951,-221.26955077897105,581835,10,4,0,0.01,16,477.6404374501951,698.9099882291662,477.5321350447615,465.7307406913667
477.2532338341021,466.0203498839748,-11.232883950127302,581835,10,4,0,0.01,16,466.0203498839748,616.3178371167436,466.0180974782653,465.7307406913667
465.8249993681898,467.3965631141377,1.5715637459478558,581835,10,4,0,0.01,16,465.8249993681898,525.8626581346184,465.8242443581457,465.7307406913667
465.7854627067174,468.5917997037237,2.8063369970063263,581835,10,4,0,0.01,16,465.7854627067174,483.6294605952851,465.7855354960676,465.7307406913667
465.76709310020806,466.89866179388713,1.1315686936790712,581835,10,4,0,0.01,16,465.76709310020806,482.888779988196,465.7671711611554,465.7307406913667
465.7559595916527,466.2730538217215,0.5170942300687784,581835,10,4,0,0.01,16,465.7559595916527,482.4473802289152,465.7559970799774,465.7307406913667
465.7491207776373,466.842255096774,1.093134319136766,581835,10,4,0,0.01,16,465.7491207776373,481.910559792885,465.7491480208339,465.7307406913667
465.744275151724,466.978193189172,1.2339180374480063,581835,10,4,0,0.01,16,465.744275151724,481.2112472350903,465.7442846278879,465.7307406913667
465.7406855684918,466.7478277035996,1.007142135107813,581835,10,4,0,0.01,16,465.7406855684918,480.36852940914406,465.7406830953118,465.7307406913667
465.7379895986397,466.3690273299125,0.6310377312727837,581835,10,4,0,0.01,16,465.7379895986397,479.4985670187239,465.737977174174,465.7307406913667
465.73621975758897,466.0241648236297,0.2879450660407201,581835,10,4,0,0.01,16,465.73621975758897,478.7158513929452,465.7362039983129,465.7307406913667
465.735037231374,466.28497138881966,0.549934157445648,581835,10,4,0,0.01,16,465.735037231374,478.0751200703631,465.7350250951957,465.7307406913667
465.73405723203535,466.27667333200753,0.5426160999721787,581835,10,4,0,0.01,16,465.73405723203535,477.5662619496312,465.7340342574501,465.7307406913667
465.7332630355593,466.0153539361528,0.2820909005935164,581835,10,4,0,0.01,16,465.7332630355593,477.160312713168,465.7332316761774,465.7307406913667
465.7325586188648,466.51712244957815,0.7845638307134095,581835,10,4,0,0.01,16,465.7325586188648,476.8278885914826,465.73253842133647,465.7307406913667
465.7320542846428,466.4383554437398,0.706301159096995,581835,10,4,0,0.01,16,465.7320542846428,476.5204457592635,465.7320489436309,465.7307406913667
465.7316480609557,466.32318648345176,0.5915384224960576,581835,10,4,0,0.01,16,465.7316480609557,476.1909657334527,465.7316445974982,465.7307406913667
