L_sketching_resample,L_base,L_sketching,L_opt
2.9312322927521524,5.203233641265173,2.9374799318108296,2.91191422632553
2.9234115193401515,4.246205405059864,2.9266931494931394,2.91191422632553
2.923128104290757,3.573993773588773,2.9246388260975924,2.91191422632553
2.922927570297651,3.150902344099215,2.9235659194457084,2.91191422632553
2.9227397794210703,2.986261405858899,2.9229676161758062,2.91191422632553
2.922549791610975,2.9382387777055143,2.9226460199730937,2.91191422632553
2.922375030062478,2.9265414475123164,2.922468888736233,2.91191422632553
2.922251359893018,2.9235282997235283,2.922360786510222,2.91191422632553
2.9221291030603296,2.922647240622976,2.922282494230743,2.91191422632553
2.921975775754835,2.9223095820881517,2.9222254469877744,2.91191422632553
2.9218230613822804,2.922095403181844,2.9221774528799656,2.91191422632553
2.921659276019427,2.92190456739671,2.92212968692888,2.91191422632553
2.921506638300178,2.9217526497481354,2.9220932433372417,2.91191422632553
2.921362312402345,2.9216174938667887,2.92206003115626,2.91191422632553
2.921219636415453,2.9215003653578155,2.922037189728819,2.91191422632553
2.9210854011591656,2.9214007562207005,2.9220196666738567,2.91191422632553
2.9209716956096394,2.9213057638621565,2.92199995154246,2.91191422632553
2.9208620119076034,2.921218291293754,2.921981644868576,2.91191422632553
2.9207441508207808,2.921124345600827,2.9219669435424804,2.91191422632553
2.9206185866333385,2.921049986577298,2.921951746575077,2.91191422632553
2.9204786194329464,2.9209708456393444,2.921931196667314,2.91191422632553
2.920340260618417,2.920890601566925,2.921913458584803,2.91191422632553
2.9202235072385374,2.920804035942842,2.921896389052301,2.91191422632553
2.9200824434351893,2.920690902860304,2.921880815091078,2.91191422632553
2.919928554341506,2.9205554167212533,2.9218715591799524,2.91191422632553
2.9197829865936,2.9204097392676247,2.921864295162744,2.91191422632553
2.9196379505840064,2.920255111498941,2.9218545117327355,2.91191422632553
2.9194737644479734,2.92010713285212,2.921847519133661,2.91191422632553
2.9193140998326386,2.9199740226266,2.9218412939891354,2.91191422632553
2.9191258828999107,2.9198405932360405,2.9218361683768546,2.91191422632553
2.9189537015503597,2.9196684451485613,2.921831351451578,2.91191422632553
2.9187891669015307,2.9194635034460523,2.9218270929151964,2.91191422632553
2.918605375107161,2.919224739798758,2.921823318709624,2.91191422632553
2.9184249377807463,2.918989811020797,2.9218180712097674,2.91191422632553
2.9182592230734388,2.918766745820188,2.921811280666725,2.91191422632553
2.9180820723337577,2.918581514762449,2.9218040507702723,2.91191422632553
2.91793621626233,2.9183839731686154,2.921797290980268,2.91191422632553
2.917780913803023,2.9181766385861287,2.921791121973232,2.91191422632553
2.917614894055579,2.9179789806119403,2.9217863959627954,2.91191422632553
2.917455350928136,2.9177998902545776,2.921780795896175,2.91191422632553
2.91731891056979,2.9176477535496814,2.9217760327726525,2.91191422632553
2.917173589475542,2.9174925579928064,2.921771002341535,2.91191422632553
2.917045129137768,2.917358190309252,2.921766965539188,2.91191422632553
2.916938702137761,2.9172196325208035,2.9217618927050912,2.91191422632553
2.916826790725839,2.917077684038988,2.9217570797300265,2.91191422632553
2.9167170343584417,2.916939275011275,2.9217503299488574,2.91191422632553
2.916624655435269,2.916806563325016,2.9217393878425586,2.91191422632553
2.9165418665206966,2.9166768024959584,2.9217280448129754,2.91191422632553
2.916461308240535,2.916545936257299,2.921714883237186,2.91191422632553
2.916395017209624,2.9164099562799857,2.921692610064843,2.91191422632553
