L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
1778764351.102507,1350218995.5954502,-428545355.50705695,761940,6,6,0,0.01,9,109.375,15.625,187.5,0.0,0.0,0.0,343.75,312.5
1348845591.2972884,1350499207.3584788,1653616.0611903667,761940,6,6,0,0.01,9,0.0,15.625,218.75,0.0,0.0,0.0,343.75,0.0
1348393948.7792869,1346667188.4686701,-1726760.3106167316,761940,6,6,0,0.01,9,0.0,15.625,187.5,0.0,0.0,0.0,375.0,0.0
1346339144.6552377,1346753032.6543179,413887.9990801811,761940,6,6,0,0.01,9,0.0,15.625,203.125,0.0,0.0,0.0,343.75,0.0
1346232297.987094,1346119423.825183,-112874.16191101074,761940,6,6,0,0.01,9,0.0,15.625,187.5,0.0,0.0,0.0,359.375,0.0
1346029605.2029495,1345872547.7221496,-157057.4807999134,761940,6,6,0,0.01,9,0.0,15.625,203.125,0.0,0.0,0.0,343.75,0.0
1345763663.1348855,1346041996.1338317,278332.9989461899,761940,6,6,0,0.01,9,0.0,15.625,187.5,0.0,0.0,0.0,359.375,0.0
1345737256.8812797,1345624444.2085123,-112812.67276740074,761940,6,6,0,0.01,9,0.0,15.625,203.125,0.0,0.0,0.0,343.75,0.0
1345606115.231217,1345760467.6406903,154352.4094734192,761940,6,6,0,0.01,9,0.0,15.625,218.75,0.0,0.0,0.0,343.75,0.0
1345604954.7260597,1345615984.8915284,11030.16546869278,761940,6,6,0,0.01,9,0.0,15.625,187.5,0.0,0.0,0.0,343.75,0.0
