L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
4403595520.03833,4550408390.869013,146812870.83068275,10692,8,4,0,0.01,13,0.0,0.0,0.0,0.0
2393433602.592488,,,10692,8,4,0,0.01,13,0.0,0.0,0.0,0.0
1447224192.9018977,,,10692,8,4,0,0.01,13,0.0,0.0,46.875,0.0
397253981.96715826,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
389360447.00296766,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
384193167.355234,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
380862783.39753085,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
378311987.21144617,,,10692,8,4,0,0.01,13,0.0,0.0,0.0,0.0
376599738.78406554,,,10692,8,4,0,0.01,13,0.0,0.0,0.0,0.0
375416129.9553845,,,10692,8,4,0,0.01,13,0.0,0.0,0.0,0.0
374504607.97765046,,,10692,8,4,0,0.01,13,0.0,0.0,46.875,0.0
373831133.93425894,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
373310557.064833,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
373007810.9881374,,,10692,8,4,0,0.01,13,0.0,0.0,15.625,0.0
