L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
634042868.7730962,436188760.27838445,-197854108.49471176,110527,8,5,0,0.01,25
553407518.757453,436188760.27838445,-117218758.47906852,110527,8,5,0,0.01,25
531088885.72620267,436188760.27838445,-94900125.44781822,110527,8,5,0,0.01,25
518838785.76698,436188760.27838445,-82650025.48859555,110527,8,5,0,0.01,25
509244717.90052205,436188760.27838445,-73055957.6221376,110527,8,5,0,0.01,25
499092560.0618401,436188760.27838445,-62903799.78345567,110527,8,5,0,0.01,25
489399324.88590115,436188760.27838445,-53210564.607516706,110527,8,5,0,0.01,25
481110227.7512282,436188760.27838445,-44921467.472843766,110527,8,5,0,0.01,25
470219624.4131298,436188760.27838445,-34030864.13474536,110527,8,5,0,0.01,25
457800066.32981986,436188760.27838445,-21611306.05143541,110527,8,5,0,0.01,25
450071860.1932831,436188760.27838445,-13883099.914898634,110527,8,5,0,0.01,25
443810715.8698599,436188760.27838445,-7621955.591475427,110527,8,5,0,0.01,25
438833304.7686538,436188760.27838445,-2644544.490269363,110527,8,5,0,0.01,25
435458014.58133304,436188760.27838445,730745.6970514059,110527,8,5,0,0.01,25
433143978.5885259,436188760.27838445,3044781.689858556,110527,8,5,0,0.01,25
431378823.10192984,436188760.27838445,4809937.176454604,110527,8,5,0,0.01,25
429988787.22656,436188760.27838445,6199973.0518244505,110527,8,5,0,0.01,25
428821002.17976606,436188760.27838445,7367758.098618388,110527,8,5,0,0.01,25
427893500.19694734,436070818.2171053,8177318.020157993,110527,8,5,0,0.01,25
427245681.6023777,436070818.2171053,8825136.614727616,110527,8,5,0,0.01,25
426981260.4365449,436070818.2171053,9089557.780560434,110527,8,5,0,0.01,25
426901621.3949352,436070818.2171053,9169196.822170138,110527,8,5,0,0.01,25
426884842.1024727,436070818.2171053,9185976.114632607,110527,8,5,0,0.01,25
426881146.21068156,436070818.2171053,9189672.006423771,110527,8,5,0,0.01,25
426880106.72495407,436070818.2171053,9190711.49215126,110527,8,5,0,0.01,25
426879822.3096076,436070818.2171053,9190995.907497704,110527,8,5,0,0.01,25
