L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
6.968563048239711,6.974055967744032,0.005492919504320959,100000,3,5,0,0.01
6.945271965479289,6.974055967744032,0.02878400226474298,100000,3,5,0,0.01
6.939439164409678,6.974055967744032,0.03461680333435435,100000,3,5,0,0.01
6.936641472455485,6.974055967744032,0.03741449528854712,100000,3,5,0,0.01
6.934913393655601,6.974055967744032,0.039142574088431026,100000,3,5,0,0.01
6.933697690938401,6.974055967744032,0.0403582768056312,100000,3,5,0,0.01
6.93269641731273,6.974055967744032,0.04135955043130224,100000,3,5,0,0.01
6.931585673744332,6.974055967744032,0.042470293999699926,100000,3,5,0,0.01
6.930274869312574,6.975145589416741,0.04487072010416693,100000,3,5,0,0.01
6.929021454496303,6.975145589416741,0.04612413492043732,100000,3,5,0,0.01
6.9278333083033985,6.974996899884515,0.047163591581116826,100000,3,5,0,0.01
6.926406275709938,6.96858247206148,0.04217619635154257,100000,3,5,0,0.01
6.924846386763529,6.944076262730989,0.01922987596745962,100000,3,5,0,0.01
6.923418089443376,6.944076262730989,0.02065817328761277,100000,3,5,0,0.01
6.921899119347336,6.944076262730989,0.02217714338365262,100000,3,5,0,0.01
6.920255532552381,6.944076262730989,0.023820730178607974,100000,3,5,0,0.01
6.918731586933853,6.943467635098092,0.024736048164239577,100000,3,5,0,0.01
6.917000867356532,6.938036523012192,0.0210356556556599,100000,3,5,0,0.01
6.914940725740451,4.030837963061153,-2.8841027626792988,100000,3,5,0,0.01
6.912537885240723,4.030837963061153,-2.8816999221795703,100000,3,5,0,0.01
6.909043286896491,4.030837963061153,-2.8782053238353384,100000,3,5,0,0.01
6.9027371396329835,4.030837963061153,-2.871899176571831,100000,3,5,0,0.01
6.888299253878707,4.030837963061153,-2.8574612908175547,100000,3,5,0,0.01
6.849145811308614,4.030837963061153,-2.8183078482474615,100000,3,5,0,0.01
6.680276969938439,4.030837963061153,-2.6494390068772864,100000,3,5,0,0.01
5.801349763237201,4.030837963061153,-1.770511800176048,100000,3,5,0,0.01
4.509671328789332,4.030837963061153,-0.47883336572817914,100000,3,5,0,0.01
4.183929688240178,4.030837963061153,-0.15309172517902514,100000,3,5,0,0.01
4.0707330171150105,4.030837963061153,-0.03989505405385785,100000,3,5,0,0.01
4.030422592185298,4.030837963061153,0.0004153708758547481,100000,3,5,0,0.01
4.020281937445098,4.030837963061153,0.010556025616054399,100000,3,5,0,0.01
4.018636486068177,4.030837963061153,0.012201476992975913,100000,3,5,0,0.01
4.018377232058618,4.030837963061153,0.012460731002534864,100000,3,5,0,0.01
4.0183456200143866,4.030837963061153,0.012492343046766052,100000,3,5,0,0.01
4.0183416782469905,4.030837963061153,0.012496284814162095,100000,3,5,0,0.01
4.018341470267145,4.030837963061153,0.012496492794007885,100000,3,5,0,0.01
4.018341433704277,4.030837963061153,0.012496529356875286,100000,3,5,0,0.01
4.018341433704277,4.030837963061153,0.012496529356875286,100000,3,5,0,0.01
