L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_sketching_resample_centroids,L_base,L_sketching,L_opt
640.6163262175585,425.138298350172,-215.4780278673865,581835,10,5,0,0.01,16,425.138298350172,640.6163262175585,425.7252100441316,420.98326896372214
423.8008937090767,421.5987892445825,-2.202104464494141,581835,10,5,0,0.01,16,421.5987892445825,520.1419228048472,422.69268411451975,420.98326896372214
421.1972373468545,421.93734991510223,0.7401125682477527,581835,10,5,0,0.01,16,421.1972373468545,442.8863080214289,422.4063290424786,420.98326896372214
421.11169185763,423.1835985536826,2.071906696052622,581835,10,5,0,0.01,16,421.11169185763,432.54054051201206,422.3563135919209,420.98326896372214
421.0667258083568,421.9385292978413,0.8718034894845346,581835,10,5,0,0.01,16,421.0667258083568,428.4741442038089,422.331226109852,420.98326896372214
421.03877985400817,421.9013479960158,0.8625681420076035,581835,10,5,0,0.01,16,421.03877985400817,426.0192921375925,422.3137590764388,420.98326896372214
421.0203775357821,421.9903795125412,0.9700019767590788,581835,10,5,0,0.01,16,421.0203775357821,424.6013855082948,422.30103541237327,420.98326896372214
421.0085417854322,421.9750437125164,0.9665019270841526,581835,10,5,0,0.01,16,421.0085417854322,423.7723419025116,422.29052746884776,420.98326896372214
421.0002604594084,422.0151160586168,1.0148555992083743,581835,10,5,0,0.01,16,421.0002604594084,423.2515073109356,422.2816606690922,420.98326896372214
420.99482370084985,421.7376623756654,0.7428386748155731,581835,10,5,0,0.01,16,420.99482370084985,422.9086712592773,422.2750056567685,420.98326896372214
420.9910400094281,421.58352421844296,0.5924842090148559,581835,10,5,0,0.01,16,420.9910400094281,422.69360439479465,422.2698412737919,420.98326896372214
420.9884410542446,422.8697053146233,1.881264260378657,581835,10,5,0,0.01,16,420.9884410542446,422.55726149039816,422.2660706604689,420.98326896372214
420.9867321175641,421.8597761061197,0.8730439885556507,581835,10,5,0,0.01,16,420.9867321175641,422.4684959746619,422.263049783009,420.98326896372214
420.985679933577,421.4869792647322,0.5012993311552805,581835,10,5,0,0.01,16,420.985679933577,422.4024485119459,422.2586224495499,420.98326896372214
420.98496809545753,421.548108220676,0.5631401252184105,581835,10,5,0,0.01,16,420.98496809545753,422.3543783486039,422.2522955295781,420.98326896372214
420.9845144240072,421.293354266962,0.3088398429547965,581835,10,5,0,0.01,16,420.9845144240072,422.32189614566767,422.2501361795247,420.98326896372214
420.9841786772026,422.0151137074212,1.0309350302185294,581835,10,5,0,0.01,16,420.9841786772026,422.2966688615504,422.2489462691395,420.98326896372214
