,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,4403605753.420876,4521664204.457726,118058451.03684998,10692,8,4,0,0.01,32,194805215.72334704
1,2393448661.754957,4304522296.872708,1911073635.1177511,10692,8,4,0,0.01,32,194805215.72334704
2,1447231262.09783,2346250128.6044707,899018866.5066407,10692,8,4,0,0.01,32,194805215.72334704
3,397257182.8612046,1447463181.3442762,1050205998.4830716,10692,8,4,0,0.01,32,194805215.72334704
4,389362310.1068088,394378699.5088852,5016389.402076304,10692,8,4,0,0.01,32,194805215.72334704
5,384194972.1695661,373576082.8569024,-10618889.312663674,10692,8,4,0,0.01,32,194805215.72334704
6,380869814.8466143,374790952.0608866,-6078862.78572768,10692,8,4,0,0.01,32,194805215.72334704
7,378319026.2805836,374113596.1260756,-4205430.154508054,10692,8,4,0,0.01,32,194805215.72334704
8,376610026.6429106,383996298.5679948,7386271.925084174,10692,8,4,0,0.01,32,194805215.72334704
9,375423699.1595585,376860120.82042646,1436421.6608679297,10692,8,4,0,0.01,32,194805215.72334704
10,374511181.3598952,371958138.865694,-2553042.494201243,10692,8,4,0,0.01,32,194805215.72334704
11,373848468.2989151,374267801.7613169,419333.4624018073,10692,8,4,0,0.01,32,194805215.72334704
12,373331397.5778152,377990980.0675271,4659582.48971194,10692,8,4,0,0.01,32,194805215.72334704
13,373012144.9678264,378242943.7728208,5230798.804994404,10692,8,4,0,0.01,32,194805215.72334704
14,372869889.0181444,375322053.42536473,2452164.407220304,10692,8,4,0,0.01,32,194805215.72334704
15,372785784.2460718,377538242.424336,4752458.178264141,10692,8,4,0,0.01,32,194805215.72334704
16,372737524.64075947,375183462.5718294,2445937.9310699105,10692,8,4,0,0.01,32,194805215.72334704
17,372718753.1394501,378513409.1318743,5794655.99242425,10692,8,4,0,0.01,32,194805215.72334704
18,372707617.1205574,381358135.8049944,8650518.684436977,10692,8,4,0,0.01,32,194805215.72334704
19,372698416.7699214,374919991.4694164,2221574.699494958,10692,8,4,0,0.01,32,194805215.72334704
20,372694476.1555368,374194368.4777404,1499892.322203517,10692,8,4,0,0.01,32,194805215.72334704
21,372691315.2799289,373853977.3015339,1162662.0216049552,10692,8,4,0,0.01,32,194805215.72334704
22,372689573.8619528,401532901.7789001,28843327.91694725,10692,8,4,0,0.01,32,194805215.72334704
23,372688461.1406659,376122777.57257766,3434316.4319117665,10692,8,4,0,0.01,32,194805215.72334704
24,372686863.32510287,289133001.7973251,-83553861.52777779,10692,8,4,0,0.01,32,194805215.72334704
25,372684958.0079499,380489738.0511597,7804780.043209851,10692,8,4,0,0.01,32,194805215.72334704
26,372683637.1842499,381134690.3563412,8451053.172091305,10692,8,4,0,0.01,32,194805215.72334704
27,372683310.7376543,374400206.8305275,1716896.092873156,10692,8,4,0,0.01,32,194805215.72334704
28,372683236.71866816,377941456.08576506,5258219.367096901,10692,8,4,0,0.01,32,194805215.72334704
29,372682913.63393193,374450387.0463898,1767473.4124578834,10692,8,4,0,0.01,32,194805215.72334704
30,372682751.8275346,373787211.5755705,1104459.7480359075,10692,8,4,0,0.01,32,194805215.72334704
31,372682740.9926113,381357185.1120464,8674444.119435072,10692,8,4,0,0.01,32,194805215.72334704
32,372682730.6936027,376102556.659465,3419825.965862334,10692,8,4,0,0.01,32,194805215.72334704
