L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
6522334669577.298,,,138509,14,7,0,0.01,24,0.0,46.875,93.75,0.0,0.0,0.0,140.625,62.5
6430409102624.859,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6391715653268.972,,,138509,14,7,0,0.01,24,0.0,0.0,125.0,0.0,0.0,0.0,125.0,0.0
6331160053057.631,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6300473085419.898,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6289383090751.313,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6285917940950.942,,,138509,14,7,0,0.01,24,0.0,0.0,125.0,0.0,0.0,0.0,140.625,0.0
6284065052364.572,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,125.0,0.0
6283109493059.022,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6282201544453.9,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6281522086971.287,,,138509,14,7,0,0.01,24,0.0,0.0,125.0,0.0,0.0,0.0,140.625,0.0
6275454669545.781,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6211096959108.221,,,138509,14,7,0,0.01,24,0.0,0.0,93.75,0.0,0.0,0.0,156.25,0.0
6164131166168.984,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,125.0,0.0
6140573640929.557,,,138509,14,7,0,0.01,24,0.0,15.625,109.375,0.0,0.0,0.0,140.625,0.0
6123200500079.864,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6104884086513.991,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6067853044106.348,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6054155002343.672,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6042372315692.205,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6035290850052.42,,,138509,14,7,0,0.01,24,0.0,0.0,93.75,0.0,0.0,0.0,125.0,0.0
6033260058259.497,,,138509,14,7,0,0.01,24,0.0,15.625,93.75,0.0,0.0,0.0,140.625,0.0
6032589196221.884,,,138509,14,7,0,0.01,24,0.0,15.625,109.375,0.0,0.0,0.0,140.625,0.0
6032446384644.26,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
6032429182499.395,,,138509,14,7,0,0.01,24,0.0,0.0,109.375,0.0,0.0,0.0,140.625,0.0
