,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,0.074191426549958,0.056061301983111,-0.018130124566847,10081,7,5,0,0.01,22,0.054473092642061564
1,0.0589617929998943,0.0604596410014757,0.0014978480015814,10081,7,5,0,0.01,22,0.054473092642061564
2,0.0576541442364416,0.0608646421536654,0.0032104979172238,10081,7,5,0,0.01,22,0.054473092642061564
3,0.0575227957312709,0.0644711183224214,0.0069483225911505,10081,7,5,0,0.01,22,0.054473092642061564
4,0.0574923623990979,0.0588492180836568,0.0013568556845588,10081,7,5,0,0.01,22,0.054473092642061564
5,0.0574788215652202,0.0570872431188946,-0.0003915784463256,10081,7,5,0,0.01,22,0.054473092642061564
6,0.0574643984592656,0.0571303220113303,-0.0003340764479352,10081,7,5,0,0.01,22,0.054473092642061564
7,0.0574207174304948,0.0585102210914015,0.0010895036609067,10081,7,5,0,0.01,22,0.054473092642061564
8,0.0572966391936323,0.0608956734744267,0.0035990342807943,10081,7,5,0,0.01,22,0.054473092642061564
9,0.0570483402312302,0.0570260383302868,-2.230190094341944e-05,10081,7,5,0,0.01,22,0.054473092642061564
10,0.0567104946720812,0.0569171940884664,0.0002066994163851,10081,7,5,0,0.01,22,0.054473092642061564
11,0.056319177400919,0.0560440080310279,-0.000275169369891,10081,7,5,0,0.01,22,0.054473092642061564
12,0.0559920714856005,0.0595855168137741,0.0035934453281735,10081,7,5,0,0.01,22,0.054473092642061564
13,0.0557129760006625,0.0570797384768534,0.0013667624761909,10081,7,5,0,0.01,22,0.054473092642061564
14,0.0554920327282259,0.0559319345836297,0.0004399018554037,10081,7,5,0,0.01,22,0.054473092642061564
15,0.055267815423462,0.059775142040702,0.00450732661724,10081,7,5,0,0.01,22,0.054473092642061564
16,0.054887786042066,0.056477386820339,0.0015896007782729,10081,7,5,0,0.01,22,0.054473092642061564
17,0.0547550230181378,0.0584474783967353,0.0036924553785975,10081,7,5,0,0.01,22,0.054473092642061564
18,0.0547277174576756,0.0568633458905703,0.0021356284328946,10081,7,5,0,0.01,22,0.054473092642061564
19,0.0547250567558858,0.0594196930695974,0.0046946363137116,10081,7,5,0,0.01,22,0.054473092642061564
20,0.0547245515022533,0.0558728205469483,0.0011482690446949,10081,7,5,0,0.01,22,0.054473092642061564
21,0.0547244844430111,0.057314717930563,0.0025902334875518,10081,7,5,0,0.01,22,0.054473092642061564
22,0.0547244751666818,0.0577036794301318,0.0029792042634499,10081,7,5,0,0.01,22,0.054473092642061564
