L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
2.29049654519829,1.6631738144183452,-0.6273227307799449,215443,2,3,0,0.01,14
2.0277345438101504,1.6631738144183452,-0.36456072939180517,215443,2,3,0,0.01,14
1.777927797370447,1.6631738144183452,-0.11475398295210182,215443,2,3,0,0.01,14
1.6955983435422861,1.6631738144183452,-0.03242452912394089,215443,2,3,0,0.01,14
1.6710977905488416,1.6631738144183452,-0.007923976130496335,215443,2,3,0,0.01,14
1.6635871193009752,1.6631738144183452,-0.00041330488263002785,215443,2,3,0,0.01,14
1.6612713594013993,1.6631738144183452,0.0019024550169459697,215443,2,3,0,0.01,14
1.660538289815207,1.6631738144183452,0.0026355246031382062,215443,2,3,0,0.01,14
1.6603003721220984,1.6631738144183452,0.002873442296246864,215443,2,3,0,0.01,14
1.6602254510088397,1.6631738144183452,0.00294836340950555,215443,2,3,0,0.01,14
1.6601987722470104,1.6631738144183452,0.0029750421713348185,215443,2,3,0,0.01,14
1.660187239730148,1.6631738144183452,0.0029865746881971855,215443,2,3,0,0.01,14
1.6601824063168886,1.6631738144183452,0.002991408101456594,215443,2,3,0,0.01,14
1.6601803923679153,1.6631738144183452,0.0029934220504299613,215443,2,3,0,0.01,14
1.6601798049176983,1.6632616392146224,0.003081834296924102,215443,2,3,0,0.01,14
