L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
32033.86470394297,30975.892484197855,-1057.9722197451156,241600,18,5,0,0.01,10,62.5,0.0,187.5,0.0,0.0,0.0,250.0,93.75
30864.719476182927,31039.936681172243,175.2172049893161,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,265.625,0.0
30857.971291010366,31170.307244436593,312.3359534262272,241600,18,5,0,0.01,10,0.0,15.625,171.875,0.0,0.0,0.0,265.625,0.0
30855.562206886138,30920.301261288172,64.73905440203453,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,265.625,0.0
30854.271544603267,31035.46044232965,181.1888977263843,241600,18,5,0,0.01,10,0.0,0.0,187.5,0.0,0.0,0.0,265.625,0.0
30853.326135534382,30924.69446369594,71.36832816155948,241600,18,5,0,0.01,10,0.0,15.625,171.875,0.0,0.0,0.0,265.625,0.0
30852.849963492223,30880.186470748104,27.33650725588086,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,250.0,0.0
30852.650409575697,30853.57777491802,0.9273653423224459,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,265.625,0.0
30852.57593488363,30868.720067658967,16.14413277533822,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,250.0,0.0
30852.501800213075,30853.825685202326,1.3238849892513826,241600,18,5,0,0.01,10,0.0,15.625,187.5,0.0,0.0,0.0,265.625,0.0
30852.476601760078,30861.250901786632,8.774300026554556,241600,18,5,0,0.01,10,0.0,15.625,203.125,0.0,0.0,0.0,250.0,0.0
