L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
1461747742.6829824,1099086528.1276612,-362661214.5553212,110527,8,3,0,0.01,27
1214189907.0002172,1099086528.1276612,-115103378.87255597,110527,8,3,0,0.01,27
1143007459.7895718,1099086528.1276612,-43920931.661910534,110527,8,3,0,0.01,27
1111521890.8035412,1099086528.1276612,-12435362.675879955,110527,8,3,0,0.01,27
1098869325.2388015,1099086528.1276612,217202.88885974884,110527,8,3,0,0.01,27
1091992319.1435306,1099086528.1276612,7094208.984130621,110527,8,3,0,0.01,27
1087010798.171225,1091834906.0402164,4824107.868991375,110527,8,3,0,0.01,27
1084152721.3910718,1084912458.8013337,759737.4102618694,110527,8,3,0,0.01,27
1082773844.0402346,1084912458.8013337,2138614.7610991,110527,8,3,0,0.01,27
1082264494.0828395,1084912458.8013337,2647964.718494177,110527,8,3,0,0.01,27
1081899714.6111991,1084912458.8013337,3012744.1901345253,110527,8,3,0,0.01,27
1081578709.8813684,1084794119.879215,3215409.9978466034,110527,8,3,0,0.01,27
1081309991.4828866,1084794119.879215,3484128.3963284492,110527,8,3,0,0.01,27
1081155007.1842265,1084794119.879215,3639112.694988489,110527,8,3,0,0.01,27
1081064200.9502747,1084794119.879215,3729918.928940296,110527,8,3,0,0.01,27
1080997327.8648474,1084794119.879215,3796792.0143675804,110527,8,3,0,0.01,27
1080950544.1440644,1084794119.879215,3843575.7351505756,110527,8,3,0,0.01,27
1080910006.2924714,1084794119.879215,3884113.586743593,110527,8,3,0,0.01,27
1080875090.8120008,1084794119.879215,3919029.0672142506,110527,8,3,0,0.01,27
1080846988.007392,1084794119.879215,3947131.8718230724,110527,8,3,0,0.01,27
1080830445.3559945,1084794119.879215,3963674.523220539,110527,8,3,0,0.01,27
1080816898.033078,1084794119.879215,3977221.846137047,110527,8,3,0,0.01,27
1080807853.5638442,1084794119.879215,3986266.315370798,110527,8,3,0,0.01,27
1080803044.643345,1084794119.879215,3991075.2358698845,110527,8,3,0,0.01,27
1080800183.4688265,1084794119.879215,3993936.4103884697,110527,8,3,0,0.01,27
1080798676.60188,1084794119.879215,3995443.2773349285,110527,8,3,0,0.01,27
1080797345.260425,1084794119.879215,3996774.6187899113,110527,8,3,0,0.01,27
1080796483.1041918,1084794119.879215,3997636.775023222,110527,8,3,0,0.01,27
