,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,191987.7680735048,133521.6351576759,-58466.13291582887,89640,5,5,0,0.01,49,124431.47672427825
1,158370.32521169036,126050.21904424268,-32320.10616744768,89640,5,5,0,0.01,49,124431.47672427825
2,143723.05483443878,124845.92556242038,-18877.1292720184,89640,5,5,0,0.01,49,124431.47672427825
3,136577.0250119105,125087.76741006486,-11489.257601845646,89640,5,5,0,0.01,49,124431.47672427825
4,132719.41675052038,129386.21671356192,-3333.2000369584566,89640,5,5,0,0.01,49,124431.47672427825
5,130515.23201956274,129113.68388467416,-1401.5481348885803,89640,5,5,0,0.01,49,124431.47672427825
6,129103.25695150664,125414.81729681775,-3688.4396546888743,89640,5,5,0,0.01,49,124431.47672427825
7,128102.31639029244,126982.74025700334,-1119.576133289098,89640,5,5,0,0.01,49,124431.47672427825
8,127381.66232833416,126806.01814496712,-575.6441833670397,89640,5,5,0,0.01,49,124431.47672427825
9,126805.5371470623,125422.5865103309,-1382.9506367314025,89640,5,5,0,0.01,49,124431.47672427825
10,126359.58272545834,124812.66124208445,-1546.9214833739095,89640,5,5,0,0.01,49,124431.47672427825
11,126007.81958437864,126915.85885845125,908.0392740726091,89640,5,5,0,0.01,49,124431.47672427825
12,125715.1594793392,125616.05842259832,-99.10105674086662,89640,5,5,0,0.01,49,124431.47672427825
13,125480.90689436214,125268.26386512004,-212.6430292420846,89640,5,5,0,0.01,49,124431.47672427825
14,125297.79698689475,126162.38268121536,864.5856943206018,89640,5,5,0,0.01,49,124431.47672427825
15,125149.50287019296,126395.21608722428,1245.7132170313123,89640,5,5,0,0.01,49,124431.47672427825
16,125025.664167496,125228.20037392776,202.5362064317451,89640,5,5,0,0.01,49,124431.47672427825
17,124917.61619137748,126061.15362134889,1143.5374299714167,89640,5,5,0,0.01,49,124431.47672427825
18,124824.96908486026,125474.6611638622,649.6920790019503,89640,5,5,0,0.01,49,124431.47672427825
19,124751.32918604102,125021.41609653852,270.08691049749905,89640,5,5,0,0.01,49,124431.47672427825
20,124688.56333099064,126380.33397670688,1691.770645716242,89640,5,5,0,0.01,49,124431.47672427825
21,124638.75985533305,125405.55212034464,766.7922650116088,89640,5,5,0,0.01,49,124431.47672427825
22,124596.17584946216,125988.5124432862,1392.3365938240313,89640,5,5,0,0.01,49,124431.47672427825
23,124561.2586488684,125070.81343274446,509.554783876054,89640,5,5,0,0.01,49,124431.47672427825
24,124535.82619349576,125238.85122670863,703.0250332128635,89640,5,5,0,0.01,49,124431.47672427825
25,124516.80561968956,125213.22429695656,696.4186772670073,89640,5,5,0,0.01,49,124431.47672427825
26,124503.05434928508,125268.6347335034,765.5803842183086,89640,5,5,0,0.01,49,124431.47672427825
27,124492.6986144454,126366.480238143,1873.7816236975923,89640,5,5,0,0.01,49,124431.47672427825
28,124483.57487689964,125066.1657306927,582.5908537930663,89640,5,5,0,0.01,49,124431.47672427825
29,124475.86861436452,126294.64148756104,1818.7728731965035,89640,5,5,0,0.01,49,124431.47672427825
30,124469.57790296015,125284.00032860234,814.4224256421876,89640,5,5,0,0.01,49,124431.47672427825
31,124464.45255415834,125007.15458338728,542.702029228938,89640,5,5,0,0.01,49,124431.47672427825
32,124459.81193200086,125038.22807588078,578.4161438799201,89640,5,5,0,0.01,49,124431.47672427825
33,124455.96011564294,126266.0977720812,1810.1376564382665,89640,5,5,0,0.01,49,124431.47672427825
34,124452.24243926269,125097.30812798308,645.065688720395,89640,5,5,0,0.01,49,124431.47672427825
35,124449.00044563907,125373.8496476853,924.849202046229,89640,5,5,0,0.01,49,124431.47672427825
36,124446.46686478938,125128.53591030942,682.0690455200383,89640,5,5,0,0.01,49,124431.47672427825
37,124443.27686354952,125105.04877833652,661.7719147870084,89640,5,5,0,0.01,49,124431.47672427825
38,124441.37200982972,125680.86864854212,1239.4966387124005,89640,5,5,0,0.01,49,124431.47672427825
39,124440.0850232188,125113.69449919036,673.6094759715634,89640,5,5,0,0.01,49,124431.47672427825
40,124438.9971113348,125425.97465282847,986.977541493674,89640,5,5,0,0.01,49,124431.47672427825
41,124438.25855743454,125404.65063898767,966.3920815531455,89640,5,5,0,0.01,49,124431.47672427825
42,124437.56262518412,125180.43022224064,742.8675970565237,89640,5,5,0,0.01,49,124431.47672427825
43,124436.9720895966,125087.24078742167,650.2686978250858,89640,5,5,0,0.01,49,124431.47672427825
44,124436.48881584196,125940.22605671684,1503.737240874878,89640,5,5,0,0.01,49,124431.47672427825
45,124435.91525470444,126597.81324001786,2161.8979853134224,89640,5,5,0,0.01,49,124431.47672427825
46,124435.0481730294,125455.2635430118,1020.2153699823976,89640,5,5,0,0.01,49,124431.47672427825
47,124434.39400943815,126314.8276943898,1880.4336849516549,89640,5,5,0,0.01,49,124431.47672427825
48,124433.71759878052,125220.00129178146,786.2836930009362,89640,5,5,0,0.01,49,124431.47672427825
49,124433.33575306728,125968.99931896756,1535.6635659002786,89640,5,5,0,0.01,49,124431.47672427825
