L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
5.881375155764953,4.192739513414295,-1.6886356423506586,100000,3,5,0,0.01
4.426058885677103,4.192739513414295,-0.23331937226280797,100000,3,5,0,0.01
4.196449577847242,4.192739513414295,-0.003710064432947746,100000,3,5,0,0.01
4.181754236586665,4.192739513414295,0.010985276827629953,100000,3,5,0,0.01
4.178889108884889,4.192739513414295,0.013850404529405225,100000,3,5,0,0.01
4.177982138088559,4.192739513414295,0.014757375325735289,100000,3,5,0,0.01
4.177605076727073,4.189069520347744,0.011464443620671005,100000,3,5,0,0.01
4.1773354979645365,4.189069520347744,0.011734022383207865,100000,3,5,0,0.01
4.177007118711869,4.187882242466332,0.010875123754462201,100000,3,5,0,0.01
4.176649297812303,4.187882242466332,0.011232944654028465,100000,3,5,0,0.01
4.176227424915937,4.187873258890294,0.011645833974356812,100000,3,5,0,0.01
4.175730570253785,4.188476176439622,0.012745606185836422,100000,3,5,0,0.01
4.175239697668368,4.18494695942308,0.009707261754711816,100000,3,5,0,0.01
4.17464455336623,4.1847811705349125,0.010136617168682527,100000,3,5,0,0.01
4.174039297955496,4.1847811705349125,0.010741872579416167,100000,3,5,0,0.01
4.173455348122527,4.184103349525649,0.010648001403121832,100000,3,5,0,0.01
4.172884086991182,4.184103349525649,0.0112192625344667,100000,3,5,0,0.01
4.1722588265210545,4.184103349525649,0.011844523004594265,100000,3,5,0,0.01
4.171544870124539,4.1847811705349125,0.013236300410373936,100000,3,5,0,0.01
4.170857620255942,4.184103349525649,0.013245729269706352,100000,3,5,0,0.01
4.170334922584069,4.184103349525649,0.013768426941579648,100000,3,5,0,0.01
4.169905237582336,4.184103349525649,0.014198111943312774,100000,3,5,0,0.01
4.169592098851932,4.184103349525649,0.014511250673717058,100000,3,5,0,0.01
4.169340505554761,4.184103349525649,0.014762843970888007,100000,3,5,0,0.01
4.169115322297573,4.184103349525649,0.014988027228075573,100000,3,5,0,0.01
4.168927805401891,4.184103349525649,0.015175544123757767,100000,3,5,0,0.01
4.168749082630642,4.183741020883293,0.014991938252650883,100000,3,5,0,0.01
4.168582589544132,4.184103349525649,0.015520759981516363,100000,3,5,0,0.01
4.168449766658359,4.184103349525649,0.015653582867289906,100000,3,5,0,0.01
4.168329653958861,4.184103349525649,0.015773695566787538,100000,3,5,0,0.01
4.168191764705238,4.184103349525649,0.015911584820410773,100000,3,5,0,0.01
4.168101838616757,4.184103349525649,0.016001510908891348,100000,3,5,0,0.01
4.168043019103324,4.184103349525649,0.016060330422324576,100000,3,5,0,0.01
4.167979986000336,4.184103349525649,0.016123363525312406,100000,3,5,0,0.01
4.167926286332921,4.184241606577617,0.016315320244695286,100000,3,5,0,0.01
4.167890928195866,4.184241606577617,0.01635067838175086,100000,3,5,0,0.01
4.167861531289533,4.184241606577617,0.01638007528808405,100000,3,5,0,0.01
4.167843656676334,4.183255310081599,0.015411653405264403,100000,3,5,0,0.01
4.1678287169416,4.183255310081599,0.015426593139998168,100000,3,5,0,0.01
4.167811272614358,4.183255310081599,0.015444037467240435,100000,3,5,0,0.01
4.167794754256486,4.184103349525649,0.016308595269162396,100000,3,5,0,0.01
4.167779246310924,4.184103349525649,0.016324103214724772,100000,3,5,0,0.01
4.167763385408828,4.184103349525649,0.016339964116820482,100000,3,5,0,0.01
4.167750561685587,4.184103349525649,0.016352787840062,100000,3,5,0,0.01
4.167741601267344,4.184103349525649,0.016361748258304942,100000,3,5,0,0.01
4.167729825449513,4.184103349525649,0.016373524076136015,100000,3,5,0,0.01
4.1677214178685205,4.184103349525649,0.016381931657128312,100000,3,5,0,0.01
4.1677148936845585,4.184103349525649,0.016388455841090277,100000,3,5,0,0.01
4.167712463068538,4.184103349525649,0.01639088645711073,100000,3,5,0,0.01
4.167709290176699,4.184103349525649,0.016394059348949774,100000,3,5,0,0.01
