L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
14.715965689365007,7.164506819037042,-7.551458870327965,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
6.87219406505434,6.882335843585696,0.010141778531355783,10738,15,5,0,0.01,9,15.625,0.0,15.625,0.0
6.664775900711049,6.4929931744610005,-0.17178272625004887,10738,15,5,0,0.01,9,15.625,0.0,15.625,0.0
6.124891753063468,6.527892110883068,0.4030003578195993,10738,15,5,0,0.01,9,15.625,0.0,15.625,0.0
6.022459258567199,5.978280974861573,-0.0441782837056266,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
5.790677780064513,6.09379325979892,0.3031154797344069,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
5.733216116892519,5.711386993263162,-0.02182912362935774,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
5.380258141693241,5.673115721074924,0.29285757938168366,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
5.3665545671536705,5.457886490787827,0.0913319236341561,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
5.3665545671536705,5.523159182768381,0.15660461561471006,10738,15,5,0,0.01,9,0.0,0.0,15.625,0.0
