,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,1790618214.7178817,1267088967.5189176,-523529247.1989641,22784,9,3,0,0.01,35,1177949562.0666912
1,1557414640.483867,1212011152.363858,-345403488.12000895,22784,9,3,0,0.01,35,1177949562.0666912
2,1419506106.6182308,1240386154.4603815,-179119952.15784907,22784,9,3,0,0.01,35,1177949562.0666912
3,1345194267.962617,1336160149.9240105,-9034118.038606644,22784,9,3,0,0.01,35,1177949562.0666912
4,1305129094.35068,1249434012.154127,-55695082.19655323,22784,9,3,0,0.01,35,1177949562.0666912
5,1273567661.462147,1185255957.5747468,-88311703.88740015,22784,9,3,0,0.01,35,1177949562.0666912
6,1248112206.3410175,1249145915.592167,1033709.2511491776,22784,9,3,0,0.01,35,1177949562.0666912
7,1233159563.540511,1203415602.5964942,-29743960.944016457,22784,9,3,0,0.01,35,1177949562.0666912
8,1222262245.8231423,1273850352.9890256,51588107.1658833,22784,9,3,0,0.01,35,1177949562.0666912
9,1212066673.2746882,1230113637.489639,18046964.2149508,22784,9,3,0,0.01,35,1177949562.0666912
10,1204494488.2880683,1266274294.6667354,61779806.37866688,22784,9,3,0,0.01,35,1177949562.0666912
11,1199819253.5463736,1180202760.2360456,-19616493.310328007,22784,9,3,0,0.01,35,1177949562.0666912
12,1196191560.006311,1262974176.316387,66782616.310076,22784,9,3,0,0.01,35,1177949562.0666912
13,1193417778.046973,1206216760.4769928,12798982.430019855,22784,9,3,0,0.01,35,1177949562.0666912
14,1190770855.059968,1209921887.2332191,19151032.173251152,22784,9,3,0,0.01,35,1177949562.0666912
15,1187603896.810208,1429617965.5985382,242014068.78833008,22784,9,3,0,0.01,35,1177949562.0666912
16,1184307703.1803167,1191251192.916422,6943489.736105204,22784,9,3,0,0.01,35,1177949562.0666912
17,1182090277.2856944,1237056376.572515,54966099.28682065,22784,9,3,0,0.01,35,1177949562.0666912
18,1180622546.6525056,1180135466.7192826,-487079.9332230091,22784,9,3,0,0.01,35,1177949562.0666912
19,1179783126.2689922,1245852620.150786,66069493.88179374,22784,9,3,0,0.01,35,1177949562.0666912
20,1179381483.9117532,1232601875.1322525,53220391.22049928,22784,9,3,0,0.01,35,1177949562.0666912
21,1179041357.476709,1307957855.281719,128916497.80501032,22784,9,3,0,0.01,35,1177949562.0666912
22,1178732243.161324,1196868202.5698612,18135959.40853715,22784,9,3,0,0.01,35,1177949562.0666912
23,1178656743.516446,1194482660.124443,15825916.60799694,22784,9,3,0,0.01,35,1177949562.0666912
24,1178623650.9403577,1189229078.3551705,10605427.414812803,22784,9,3,0,0.01,35,1177949562.0666912
25,1178607623.164054,1236605586.570569,57997963.40651512,22784,9,3,0,0.01,35,1177949562.0666912
26,1178596614.459931,1272194645.337083,93598030.87715244,22784,9,3,0,0.01,35,1177949562.0666912
27,1178587328.9348786,1372086772.6363406,193499443.70146203,22784,9,3,0,0.01,35,1177949562.0666912
28,1178560775.4995663,1189408077.015831,10847301.516264675,22784,9,3,0,0.01,35,1177949562.0666912
29,1178545973.826306,1222046579.8599284,43500606.0336225,22784,9,3,0,0.01,35,1177949562.0666912
30,1178527785.6054904,1183061303.217265,4533517.611774206,22784,9,3,0,0.01,35,1177949562.0666912
31,1178526077.7544105,1194105451.2943976,15579373.539987326,22784,9,3,0,0.01,35,1177949562.0666912
32,1178522859.6686869,1198050513.5761943,19527653.90750742,22784,9,3,0,0.01,35,1177949562.0666912
33,1178521113.2387486,1208213673.6933842,29692560.45463562,22784,9,3,0,0.01,35,1177949562.0666912
34,1178520849.6551087,1196242045.6689036,17721196.0137949,22784,9,3,0,0.01,35,1177949562.0666912
35,1178520823.5836692,1313828079.510854,135307255.92718482,22784,9,3,0,0.01,35,1177949562.0666912
