L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
23.819315688204487,8.327803656839881,-15.491512031364605,10000000,9,3,0,0.01,1,1421.875,703.125,3046.875,187.5
8.327619873008624,8.32771058438634,9.071137771599069e-05,10000000,9,3,0,0.01,1,2687.5,687.5,3078.125,187.5
