L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg
469.6380567456097,347.5125728290017,-122.12548391660795,531441,12,6,0,0.01,17,140.625,15.625,281.25,15.625,0.0,0.0,468.75
346.71947603129667,428.12531845539013,81.40584242409346,531441,12,6,0,0.01,17,234.375,15.625,281.25,0.0,0.0,0.0,484.375
346.56760081455576,598.2513412621602,251.6837404476044,531441,12,6,0,0.01,17,234.375,0.0,265.625,15.625,0.0,15.625,484.375
346.49585921512175,345.9948363510786,-0.5010228640431365,531441,12,6,0,0.01,17,218.75,15.625,281.25,15.625,0.0,0.0,468.75
345.91801298876516,334.9087782965436,-11.009234692221582,531441,12,6,0,0.01,17,234.375,15.625,265.625,0.0,0.0,0.0,484.375
329.3551657371539,520.9510562698728,191.59589053271884,531441,12,6,0,0.01,17,234.375,15.625,250.0,15.625,0.0,15.625,484.375
327.34625031568214,414.3082517907427,86.96200147506056,531441,12,6,0,0.01,17,218.75,15.625,281.25,0.0,0.0,0.0,468.75
326.50910482935785,466.4651698328013,139.95606500344343,531441,12,6,0,0.01,17,234.375,15.625,265.625,0.0,0.0,15.625,484.375
326.1606292574762,566.7950494758045,240.63442021832827,531441,12,6,0,0.01,17,218.75,15.625,265.625,15.625,0.0,15.625,484.375
326.0107399958436,339.83729723975495,13.826557243911338,531441,12,6,0,0.01,17,218.75,15.625,265.625,0.0,0.0,0.0,500.0
325.9423851483897,397.02269419844777,71.08030905005808,531441,12,6,0,0.01,17,234.375,15.625,250.0,15.625,0.0,15.625,484.375
325.91052228045817,393.88632874095305,67.97580646049488,531441,12,6,0,0.01,17,218.75,0.0,281.25,0.0,0.0,15.625,468.75
325.8963225575497,481.1298421910212,155.23351963347153,531441,12,6,0,0.01,17,234.375,15.625,250.0,15.625,0.0,15.625,484.375
325.89061901760925,387.68131696128694,61.790697943677685,531441,12,6,0,0.01,17,203.125,15.625,265.625,15.625,0.0,0.0,484.375
325.8882334236096,325.98374193715927,0.09550851354964607,531441,12,6,0,0.01,17,234.375,0.0,265.625,15.625,0.0,15.625,484.375
325.8871346225382,388.9480142093854,63.06087958684719,531441,12,6,0,0.01,17,203.125,15.625,265.625,15.625,0.0,15.625,484.375
325.8866808343468,326.173936370662,0.28725553631517187,531441,12,6,0,0.01,17,218.75,15.625,281.25,0.0,0.0,15.625,484.375
325.8864904211249,428.939820142138,103.05332972101309,531441,12,6,0,0.01,17,218.75,15.625,250.0,0.0,0.0,15.625,484.375
