L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_sketching_resample_centroids,L_base,L_sketching,L_opt
13.000525374520002,9.500743040597795,-3.499782333922207,177147,11,3,0,0.01,14,9.500743040597795,13.000525374520002,9.500743040597795,9.4370095135056
9.481902409888088,9.51667359422827,0.0347711843401814,177147,11,3,0,0.01,14,9.481902409888088,11.13494444993282,9.481902409888088,9.4370095135056
9.479530610657724,9.51588207827907,0.0363514676213458,177147,11,3,0,0.01,14,9.479530610657724,10.195848480618832,9.479530610657724,9.4370095135056
9.477817161815302,9.49157298687754,0.0137558250622369,177147,11,3,0,0.01,14,9.477817161815302,9.63731805990028,9.477817161815302,9.4370095135056
9.476378750457274,9.45304434638835,-0.0233344040689242,177147,11,3,0,0.01,14,9.45304434638835,9.511274338216982,9.476378750457274,9.4370095135056
9.44003900638121,9.451537809367528,0.011498802986317,177147,11,3,0,0.01,14,9.44003900638121,9.4872693795332,9.475219689213208,9.4370095135056
9.438450038997049,9.448502254694755,0.0100522156977103,177147,11,3,0,0.01,14,9.438450038997049,9.479101826452242,9.474326457108532,9.4370095135056
9.437732234869555,9.470885813434954,0.0331535785653969,177147,11,3,0,0.01,14,9.437732234869555,9.475643724039532,9.473616984430503,9.4370095135056
9.43736539977908,9.454232427198432,0.0168670274193516,177147,11,3,0,0.01,14,9.43736539977908,9.473911072766413,9.473117210332031,9.4370095135056
9.437195790810954,9.459451138621056,0.0222553478101019,177147,11,3,0,0.01,14,9.437195790810954,9.473063446391768,9.472779403660448,9.4370095135056
9.437108849200673,9.460416383459714,0.0233075342590431,177147,11,3,0,0.01,14,9.437108849200673,9.472644116165132,9.472560453126944,9.4370095135056
9.437062325311022,9.470487675636246,0.0334253503252242,177147,11,3,0,0.01,14,9.437062325311022,9.47244500552269,9.472419971326786,9.4370095135056
9.43703574244716,9.45006865181704,0.0130329093698797,177147,11,3,0,0.01,14,9.43703574244716,9.472337079039484,9.472341090322203,9.4370095135056
9.437021495019764,9.463163935339198,0.0261424403194325,177147,11,3,0,0.01,14,9.437021495019764,9.47227107289305,9.472291740660136,9.4370095135056
9.437015791775313,9.451320690489723,0.0143048987144105,177147,11,3,0,0.01,14,9.437015791775313,9.472230772288626,9.472255423122546,9.4370095135056
