L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
38337462015254.805,11258291861216.67,-27079170154038.133,138509,14,5,0,0.01,24
31622254522124.96,11258291861216.67,-20363962660908.29,138509,14,5,0,0.01,24
24075608985135.883,11258291861216.67,-12817317123919.213,138509,14,5,0,0.01,24
19474364227500.566,11258291861216.67,-8216072366283.896,138509,14,5,0,0.01,24
17426414044840.771,11258291861216.67,-6168122183624.102,138509,14,5,0,0.01,24
16129259901215.504,11258291861216.67,-4870968039998.834,138509,14,5,0,0.01,24
15125882896253.855,11258291861216.67,-3867591035037.1855,138509,14,5,0,0.01,24
14364794593265.129,11258291861216.67,-3106502732048.459,138509,14,5,0,0.01,24
13611126021083.035,11258291861216.67,-2352834159866.365,138509,14,5,0,0.01,24
12385841442329.748,11258291861216.67,-1127549581113.0781,138509,14,5,0,0.01,24
11508309645139.182,11258291861216.67,-250017783922.51172,138509,14,5,0,0.01,24
10913639317444.082,10506416407454.934,-407222909989.14844,138509,14,5,0,0.01,24
10405897107234.865,10021163072791.121,-384734034443.74414,138509,14,5,0,0.01,24
10021226094416.611,10021163072791.121,-63021625.490234375,138509,14,5,0,0.01,24
9751862584802.254,10021163072791.121,269300487988.8672,138509,14,5,0,0.01,24
9579676467414.287,10021163072791.121,441486605376.834,138509,14,5,0,0.01,24
9401922459929.375,10021163072791.121,619240612861.7461,138509,14,5,0,0.01,24
9205598766495.414,10021163072791.121,815564306295.707,138509,14,5,0,0.01,24
9091111401502.65,10021163072791.121,930051671288.4707,138509,14,5,0,0.01,24
8996082915458.996,10021163072791.121,1025080157332.125,138509,14,5,0,0.01,24
8947149860349.7,10021163072791.121,1074013212441.4219,138509,14,5,0,0.01,24
8923082754945.465,10021163072791.121,1098080317845.6562,138509,14,5,0,0.01,24
8909583549818.295,10021163072791.121,1111579522972.8262,138509,14,5,0,0.01,24
8898717835624.02,10021163072791.121,1122445237167.1016,138509,14,5,0,0.01,24
8890428526210.658,10021163072791.121,1130734546580.463,138509,14,5,0,0.01,24
