L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_sketching_resample_centroids,L_base,L_sketching,L_opt
106957520.75746672,112829604.47348487,5872083.716018155,111753,9,3,0,0.01,2,106957520.75746672,106957520.75746672,99535484.01130614,41235106.686355196
102934365.35503256,99452485.27711757,-3481880.077914998,111753,9,3,0,0.01,2,99452485.27711757,102934365.35503256,99436174.296391,41235106.686355196
99436174.296391,112781598.66032414,13345424.363933131,111753,9,3,0,0.01,2,99436174.296391,100032641.24713248,,41235106.686355196
