L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
4577694080.86851,4562148027.528666,-15546053.339844704,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
4526572859.899467,4526570424.041615,-2435.857852935791,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
4505273892.311211,4540626593.696594,35352701.385383606,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
4496522188.337705,4512161354.673538,15639166.33583355,10692,8,3,0,0.01,11,0.0,0.0,62.5,0.0
4489573000.113861,4499512422.710113,9939422.596251488,10692,8,3,0,0.01,11,0.0,0.0,15.625,0.0
4481898927.299123,4498099897.802299,16200970.503175735,10692,8,3,0,0.01,11,0.0,0.0,15.625,0.0
4465590430.172053,4490846599.174888,25256169.00283432,10692,8,3,0,0.01,11,0.0,0.0,15.625,0.0
4403171509.106727,4487996689.972923,84825180.86619663,10692,8,3,0,0.01,11,0.0,0.0,15.625,0.0
3860151582.3907886,4458063996.67953,597912414.2887416,10692,8,3,0,0.01,11,0.0,0.0,15.625,0.0
1774254218.607737,,,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
421778548.2145567,,,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
421438016.48406357,,,10692,8,3,0,0.01,11,0.0,0.0,0.0,0.0
