L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
4.212055754266335,3.749860256905267,-0.46219549736106824,100000,3,5,0,0.01,29
3.7429360735361303,3.7642052443102765,0.02126917077414614,100000,3,5,0,0.01,29
3.7424086146065676,3.7282524425415793,-0.014156172064988315,100000,3,5,0,0.01,29
3.7154172061705304,3.737889788123217,0.022472581952686532,100000,3,5,0,0.01,29
3.7118203805379055,3.7181079142748805,0.006287533736974993,100000,3,5,0,0.01,29
3.7088450933000816,3.7370668345248785,0.028221741224796926,100000,3,5,0,0.01,29
3.7066148259198575,3.73028732506818,0.02367249914832259,100000,3,5,0,0.01,29
3.704781281761119,3.743411125788526,0.03862984402740688,100000,3,5,0,0.01,29
3.7033905912417158,3.715291164589538,0.011900573347822352,100000,3,5,0,0.01,29
3.7023396209989246,3.750896688480791,0.0485570674818665,100000,3,5,0,0.01,29
3.701507648380613,3.740610191081876,0.03910254270126279,100000,3,5,0,0.01,29
3.7007549240760302,3.7121152495401537,0.011360325464123466,100000,3,5,0,0.01,29
3.7000994672136467,3.7431421475951483,0.04304268038150161,100000,3,5,0,0.01,29
3.699599998435017,3.7298005648738406,0.03020056643882363,100000,3,5,0,0.01,29
3.699251760934716,3.7581024981566302,0.05885073722191425,100000,3,5,0,0.01,29
3.698975604201688,3.7450338000608188,0.046058195859130624,100000,3,5,0,0.01,29
3.69878997933202,3.7462797728659765,0.04748979353395644,100000,3,5,0,0.01,29
3.6986633280304777,3.74351375612124,0.04485042809076223,100000,3,5,0,0.01,29
3.6985703891002717,3.727314354463914,0.02874396536364232,100000,3,5,0,0.01,29
3.6984976338441258,3.7236618247186652,0.02516419087453947,100000,3,5,0,0.01,29
3.6984440441216626,3.715317701508321,0.01687365738665836,100000,3,5,0,0.01,29
3.698410597710461,3.726076121386334,0.027665523675872716,100000,3,5,0,0.01,29
3.6983846200790844,3.7555406356419447,0.05715601556286032,100000,3,5,0,0.01,29
3.6983564616660702,3.7304762531643103,0.03211979149824007,100000,3,5,0,0.01,29
3.698334611678091,3.751325996157603,0.05299138447951224,100000,3,5,0,0.01,29
3.6983217291650643,3.724171063825737,0.02584933466067252,100000,3,5,0,0.01,29
3.6983148949608045,3.7387167052023664,0.040401810241561975,100000,3,5,0,0.01,29
3.698309648762666,3.724162111930222,0.025852463167556294,100000,3,5,0,0.01,29
3.698303929856305,3.725861455120299,0.02755752526399391,100000,3,5,0,0.01,29
3.698301049741576,3.71926000192676,0.020958952185183843,100000,3,5,0,0.01,29
