L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
2.1507486975385732,1.6647651046275593,-0.4859835929110139,215443,2,3,0,0.01
1.7870861901787336,1.6647651046275593,-0.12232108555117427,215443,2,3,0,0.01
1.687234645764996,1.6647651046275593,-0.02246954113743671,215443,2,3,0,0.01
1.665860233405671,1.6642576487209846,-0.0016025846846863256,215443,2,3,0,0.01
1.6614914417212234,1.6641405105203988,0.002649068799175369,215443,2,3,0,0.01
1.660496595755035,1.6641405105203988,0.0036439147653637427,215443,2,3,0,0.01
1.6602681469390068,1.6640729214668313,0.0038047745278244616,215443,2,3,0,0.01
1.660208000130144,1.6640729214668313,0.003864921336687255,215443,2,3,0,0.01
1.6601900020992217,1.6640729214668313,0.0038829193676095386,215443,2,3,0,0.01
1.6601837171865426,1.6640729214668313,0.003889204280288716,215443,2,3,0,0.01
1.6601812494592578,1.6640729214668313,0.0038916720075734546,215443,2,3,0,0.01
1.6601802496258957,1.6640729214668313,0.0038926718409355576,215443,2,3,0,0.01
1.6601797973509176,1.6640729214668313,0.003893124115913693,215443,2,3,0,0.01
1.6601796768309944,1.6640729214668313,0.0038932446358368455,215443,2,3,0,0.01
1.6601796135443985,1.6640729214668313,0.0038933079224328093,215443,2,3,0,0.01
1.6601796000583036,1.6640729214668313,0.003893321408527717,215443,2,3,0,0.01
1.6601795660861467,1.6640729214668313,0.003893355380684582,215443,2,3,0,0.01
1.6601795472020964,1.6640729214668313,0.0038933742647349057,215443,2,3,0,0.01
1.6601795460705078,1.6640729214668313,0.0038933753963235063,215443,2,3,0,0.01
1.6601795460705078,1.6640729214668313,0.0038933753963235063,215443,2,3,0,0.01
