L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
26254978287503.535,12800482696161.553,-13454495591341.982,138509,14,5,0,0.01,40
21738319662005.973,12800482696161.553,-8937836965844.42,138509,14,5,0,0.01,40
19515423222735.613,12800482696161.553,-6714940526574.061,138509,14,5,0,0.01,40
18376600692521.01,12800482696161.553,-5576117996359.459,138509,14,5,0,0.01,40
17466714577710.545,12800482696161.553,-4666231881548.992,138509,14,5,0,0.01,40
16626763341019.15,12800482696161.553,-3826280644857.5977,138509,14,5,0,0.01,40
15965065135311.416,12800482696161.553,-3164582439149.8633,138509,14,5,0,0.01,40
15416765071339.979,12800482696161.553,-2616282375178.426,138509,14,5,0,0.01,40
14916072357548.402,12800482696161.553,-2115589661386.8496,138509,14,5,0,0.01,40
13912523165428.592,12800482696161.553,-1112040469267.039,138509,14,5,0,0.01,40
13037192019503.043,9891134569895.719,-3146057449607.324,138509,14,5,0,0.01,40
12418287364578.63,9892296577107.434,-2525990787471.1973,138509,14,5,0,0.01,40
11998797247840.883,9892296577107.434,-2106500670733.4492,138509,14,5,0,0.01,40
11648906557235.877,9892296577107.434,-1756609980128.4434,138509,14,5,0,0.01,40
11430581863551.916,9891134569895.719,-1539447293656.1973,138509,14,5,0,0.01,40
11288223499126.834,9892296577107.434,-1395926922019.4004,138509,14,5,0,0.01,40
11166742052424.652,9891134569895.719,-1275607482528.9336,138509,14,5,0,0.01,40
11075514411852.955,9891134569895.719,-1184379841957.2363,138509,14,5,0,0.01,40
11003394462995.018,9891134569895.719,-1112259893099.2988,138509,14,5,0,0.01,40
10947247114590.11,9891134569895.719,-1056112544694.3906,138509,14,5,0,0.01,40
10904973898273.084,9891134569895.719,-1013839328377.3652,138509,14,5,0,0.01,40
10857102987733.197,9891134569895.719,-965968417837.4785,138509,14,5,0,0.01,40
10790030471992.703,9891134569895.719,-898895902096.9844,138509,14,5,0,0.01,40
10707560127650.293,9891134569895.719,-816425557754.5742,138509,14,5,0,0.01,40
10573373800621.021,9891134569895.719,-682239230725.3027,138509,14,5,0,0.01,40
10409652994987.004,9891134569895.719,-518518425091.28516,138509,14,5,0,0.01,40
10272858208618.314,9891134569895.719,-381723638722.5957,138509,14,5,0,0.01,40
10117266886153.86,9891134569895.719,-226132316258.14062,138509,14,5,0,0.01,40
9867832085541.713,9891134569895.719,23302484354.00586,138509,14,5,0,0.01,40
9566364675648.34,9891134569895.719,324769894247.3789,138509,14,5,0,0.01,40
9364777333050.373,9891134569895.719,526357236845.3457,138509,14,5,0,0.01,40
9236334493491.75,9891134569895.719,654800076403.9688,138509,14,5,0,0.01,40
9116642321025.395,9891134569895.719,774492248870.3242,138509,14,5,0,0.01,40
9035416069906.941,9891134569895.719,855718499988.7773,138509,14,5,0,0.01,40
8985225683846.639,9891134569895.719,905908886049.0801,138509,14,5,0,0.01,40
8944610159460.43,9891134569895.719,946524410435.2891,138509,14,5,0,0.01,40
8927457734198.281,9891134569895.719,963676835697.4375,138509,14,5,0,0.01,40
8918393643946.04,9891134569895.719,972740925949.6797,138509,14,5,0,0.01,40
8916570453999.537,9891134569895.719,974564115896.1816,138509,14,5,0,0.01,40
8916382924862.047,9891134569895.719,974751645033.6719,138509,14,5,0,0.01,40
8916235480105.314,9891134569895.719,974899089790.4043,138509,14,5,0,0.01,40
