L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
14.902217437336436,14.549942361024675,-0.352275076311761,20867,12,5,0,0.01,10,0.0,0.0,15.625,0.0
14.106608508937395,14.344157604437395,0.23754909550000036,20867,12,5,0,0.01,10,0.0,0.0,15.625,0.0
14.091313918095363,14.144710952007689,0.05339703391232575,20867,12,5,0,0.01,10,0.0,0.0,15.625,0.0
14.057455184367829,14.180625610251457,0.12317042588362881,20867,12,5,0,0.01,10,15.625,0.0,15.625,0.0
14.012784966671445,,,20867,12,5,0,0.01,10,0.0,15.625,15.625,0.0
13.99863570282966,,,20867,12,5,0,0.01,10,15.625,0.0,15.625,0.0
13.871668893483713,,,20867,12,5,0,0.01,10,15.625,0.0,15.625,0.0
13.6233667075495,,,20867,12,5,0,0.01,10,0.0,0.0,15.625,0.0
9.009079025016964,,,20867,12,5,0,0.01,10,0.0,0.0,15.625,0.0
7.380791338339363,,,20867,12,5,0,0.01,10,15.625,0.0,15.625,0.0
7.380261237451751,,,20867,12,5,0,0.01,10,15.625,0.0,15.625,0.0
