L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
4609452456.187429,4548416234.091304,-61036222.0961256,10692,8,5,0,0.01,15,0.0,0.0,0.0,0.0
4507228332.51982,4501091152.443071,-6137180.076748848,10692,8,5,0,0.01,15,0.0,0.0,0.0,0.0
4472453880.167552,4511444520.277477,38990640.10992527,10692,8,5,0,0.01,15,0.0,0.0,46.875,0.0
4455126676.301213,4480566978.75755,25440302.456336975,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
4419553359.240192,4464735128.573628,45181769.33343601,10692,8,5,0,0.01,15,0.0,0.0,0.0,0.0
4248489004.8431244,4417624499.760617,169135494.91749287,10692,8,5,0,0.01,15,15.625,0.0,0.0,0.0
2334134815.201975,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
1403074233.0839097,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
362353065.1874509,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
359266495.77210957,,,10692,8,5,0,0.01,15,0.0,0.0,0.0,0.0
357428000.6715731,,,10692,8,5,0,0.01,15,15.625,0.0,0.0,0.0
356416757.63730437,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
355651527.245713,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
354992836.81052196,,,10692,8,5,0,0.01,15,0.0,0.0,15.625,0.0
354547738.93598527,,,10692,8,5,0,0.01,15,0.0,0.0,0.0,0.0
354307374.2844674,,,10692,8,5,0,0.01,15,15.625,0.0,0.0,0.0
