L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
684379149.317188,608438920.6153532,-75940228.7018348,761940,6,9,0,0.01,23,156.25,15.625,265.625,0.0,0.0,0.0,421.875,343.75
606780663.1264124,602019287.7552872,-4761375.371125221,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,468.75,0.0
601164014.696934,601124877.1175146,-39137.579419374466,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
600448612.8287256,599926728.5597018,-521884.26902377605,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,437.5,0.0
599328782.9285418,599703091.2316837,374308.30314195156,761940,6,9,0,0.01,23,0.0,15.625,218.75,0.0,0.0,0.0,453.125,0.0
599201602.156437,599326671.4574667,125069.30102968216,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
599148552.8227721,599186492.8568715,37940.03409934044,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,437.5,0.0
599122160.2368205,599179840.002858,57679.76603758335,761940,6,9,0,0.01,23,0.0,15.625,250.0,0.0,0.0,0.0,437.5,0.0
599106372.7794626,599209939.6757737,103566.8963111639,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
599095293.0068699,599116442.7733046,21149.766434669495,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,421.875,0.0
599086673.7901115,599096499.5136951,9825.723583579063,761940,6,9,0,0.01,23,0.0,15.625,250.0,0.0,0.0,0.0,437.5,0.0
599079510.1006033,599094268.3524686,14758.251865267754,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,468.75,0.0
599073402.1865959,599060897.3808749,-12504.80572104454,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
599054863.6188655,599057344.7883943,2481.1695288419724,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,437.5,0.0
599050843.5012532,599050480.0029922,-363.4982610940933,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
599038378.5807616,599046711.7122602,8333.13149869442,761940,6,9,0,0.01,23,0.0,15.625,218.75,0.0,0.0,0.0,453.125,0.0
599032560.2224457,599042658.5443938,10098.321948051453,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,437.5,0.0
599028929.9132891,599028957.4605994,27.54731035232544,761940,6,9,0,0.01,23,0.0,15.625,250.0,0.0,0.0,0.0,437.5,0.0
599026418.9667943,599030567.0253413,4148.0585470199585,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,453.125,0.0
599024564.2802064,599013604.5640105,-10959.716195940971,761940,6,9,0,0.01,23,0.0,15.625,218.75,0.0,0.0,0.0,437.5,0.0
599010722.3482662,599014369.053173,3646.7049067020416,761940,6,9,0,0.01,23,0.0,15.625,265.625,0.0,0.0,0.0,437.5,0.0
599009720.1944013,599015388.365117,5668.170715689659,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,437.5,0.0
599009090.8158118,599011718.2194281,2627.403616309166,761940,6,9,0,0.01,23,0.0,15.625,234.375,0.0,0.0,0.0,421.875,0.0
599008654.7934812,599017272.8550144,8618.061533212662,761940,6,9,0,0.01,23,0.0,15.625,265.625,0.0,0.0,0.0,421.875,0.0
