L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg
11.222317050827009,7.8321440417829145,-3.3901730090440942,177147,11,4,0,0.01,17,31.25,15.625,78.125,15.625,0.0,0.0,125.0
7.807025292526052,9.176006262396191,1.3689809698701394,177147,11,4,0,0.01,17,46.875,0.0,62.5,0.0,0.0,0.0,125.0
7.803057215132187,9.216301959466712,1.4132447443345253,177147,11,4,0,0.01,17,62.5,0.0,62.5,0.0,0.0,0.0,109.375
7.800432530294865,7.801362008136086,0.0009294778412209936,177147,11,4,0,0.01,17,46.875,15.625,62.5,0.0,0.0,0.0,109.375
7.798722166909358,7.804814628898395,0.006092461989037012,177147,11,4,0,0.01,17,46.875,0.0,46.875,0.0,0.0,15.625,109.375
7.797499844009425,9.741663266516044,1.9441634225066187,177147,11,4,0,0.01,17,62.5,0.0,62.5,0.0,0.0,0.0,125.0
7.796657797545215,8.998785950039153,1.2021281524939376,177147,11,4,0,0.01,17,46.875,15.625,62.5,0.0,0.0,0.0,109.375
7.796109179037996,7.801498178577479,0.005388999539482242,177147,11,4,0,0.01,17,46.875,15.625,62.5,0.0,0.0,0.0,109.375
7.795758930585649,7.8005296821085,0.004770751522851668,177147,11,4,0,0.01,17,46.875,0.0,62.5,0.0,0.0,0.0,125.0
7.795543816452267,7.803507224456787,0.007963408004520112,177147,11,4,0,0.01,17,46.875,0.0,46.875,15.625,0.0,15.625,109.375
7.795412966586624,7.801659876133973,0.006246909547349411,177147,11,4,0,0.01,17,46.875,0.0,62.5,0.0,0.0,0.0,109.375
7.7953250882896015,7.800566102645016,0.005241014355414464,177147,11,4,0,0.01,17,78.125,0.0,62.5,0.0,0.0,0.0,109.375
7.795269828163954,7.8032755697418565,0.008005741577902903,177147,11,4,0,0.01,17,62.5,0.0,62.5,0.0,0.0,0.0,109.375
7.795241075404487,7.799269786767379,0.004028711362892068,177147,11,4,0,0.01,17,46.875,15.625,62.5,0.0,0.0,0.0,125.0
7.795223017048562,7.802304467108312,0.0070814500597506935,177147,11,4,0,0.01,17,46.875,15.625,46.875,15.625,0.0,0.0,109.375
7.795211250581696,7.802616104713073,0.00740485413137737,177147,11,4,0,0.01,17,46.875,0.0,62.5,0.0,0.0,0.0,109.375
7.795202929963907,9.118662594892005,1.3234596649280972,177147,11,4,0,0.01,17,62.5,0.0,78.125,0.0,0.0,0.0,109.375
7.795197595054554,9.070042956717446,1.2748453616628916,177147,11,4,0,0.01,17,78.125,0.0,62.5,0.0,0.0,0.0,125.0
