L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
11810335334312.598,12066598843513.447,256263509200.8496,138509,14,4,0,0.01,12,15.625,15.625,46.875,0.0,0.0,0.0,109.375,46.875
11689125503561.498,12067625768242.387,378500264680.8887,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11618562764524.598,,,138509,14,4,0,0.01,12,0.0,15.625,62.5,0.0,0.0,0.0,109.375,0.0
11578459187322.018,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11564335611895.355,11619896763735.182,55561151839.82617,138509,14,4,0,0.01,12,0.0,15.625,62.5,0.0,0.0,0.0,93.75,0.0
11559557119306.27,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11555837265248.205,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11553996042623.164,,,138509,14,4,0,0.01,12,0.0,15.625,62.5,0.0,0.0,0.0,93.75,0.0
11550385844519.37,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,109.375,0.0
11546771755576.09,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11544829455291.22,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
11544800663521.8,11559337134153.348,14536470631.546875,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,109.375,0.0
11544795672223.6,,,138509,14,4,0,0.01,12,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
