L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
472.3510393591514,467.9320530043426,-4.418986354808794,581835,10,4,0,0.01,12,93.75,0.0,218.75,0.0,0.0,0.0,328.125,250.0
466.9110325276704,466.0225818598624,-0.8884506678080015,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,328.125,0.0
465.8258423673624,466.39410560903184,0.568263241669456,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,328.125,0.0
465.7855098701232,465.92423066683637,0.13872079671318716,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,328.125,0.0
465.7671170352069,465.7761476799797,0.009030644772792584,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,312.5,0.0
465.7559704800277,465.75585544487154,-0.00011503515617050653,581835,10,4,0,0.01,12,0.0,15.625,218.75,0.0,0.0,0.0,328.125,0.0
465.736335137427,465.7737737728674,0.037438635440423695,581835,10,4,0,0.01,12,0.0,15.625,187.5,0.0,0.0,0.0,250.0,0.0
465.7344125913404,465.77842606531345,0.04401347397305244,581835,10,4,0,0.01,12,0.0,15.625,218.75,0.0,0.0,0.0,328.125,0.0
465.73349899401455,465.7449294723554,0.011430478340855643,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,328.125,0.0
465.7327467744768,465.74209303677287,0.009346262296048735,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,312.5,0.0
465.7321957894432,465.73548584531994,0.0032900558767323673,581835,10,4,0,0.01,12,0.0,0.0,203.125,0.0,0.0,0.0,343.75,0.0
465.7317102666408,465.7363610195941,0.004650752953295978,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,312.5,0.0
465.73144416645346,465.73395751311546,0.002513346661999094,581835,10,4,0,0.01,12,0.0,15.625,203.125,0.0,0.0,0.0,328.125,0.0
