,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,4577705184.021231,4549614055.066966,-28091128.95426464,10692,8,3,0,0.01,17,399245948.8505423
1,4423961467.237373,4507683945.043677,83722477.80630398,10692,8,3,0,0.01,17,399245948.8505423
2,3875270072.8663487,4379523382.203517,504253309.3371682,10692,8,3,0,0.01,17,399245948.8505423
3,1779855432.4949496,3878324738.873176,2098469306.3782265,10692,8,3,0,0.01,17,399245948.8505423
4,423192536.25495696,1777278920.1011972,1354086383.8462403,10692,8,3,0,0.01,17,399245948.8505423
5,421768027.93939394,421619146.1157875,-148881.82360643148,10692,8,3,0,0.01,17,399245948.8505423
6,421438185.3645716,422246824.8258511,808639.4612794518,10692,8,3,0,0.01,17,399245948.8505423
7,421317815.3075196,422244299.02132434,926483.7138047218,10692,8,3,0,0.01,17,399245948.8505423
8,421280496.4809203,427936283.74448186,6655787.263561547,10692,8,3,0,0.01,17,399245948.8505423
9,421264932.42536473,423968773.9502432,2703841.5248784423,10692,8,3,0,0.01,17,399245948.8505423
10,421260683.0596708,427936675.1760194,6675992.116348624,10692,8,3,0,0.01,17,399245948.8505423
11,421259741.3694351,426540226.28133184,5280484.911896765,10692,8,3,0,0.01,17,399245948.8505423
12,421259565.7044519,421931811.3751403,672245.6706883907,10692,8,3,0,0.01,17,399245948.8505423
13,421259430.552095,421709595.5091657,450164.9570707083,10692,8,3,0,0.01,17,399245948.8505423
14,421259239.5037411,422106487.7966704,847248.2929293513,10692,8,3,0,0.01,17,399245948.8505423
15,421256589.2412084,423128638.11494577,1872048.8737373948,10692,8,3,0,0.01,17,399245948.8505423
16,421255892.36990273,421751949.7149271,496057.3450243473,10692,8,3,0,0.01,17,399245948.8505423
17,421255783.6694725,427605707.3121025,6349923.642629981,10692,8,3,0,0.01,17,399245948.8505423
