,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,255294.52927786743,245070.419656202,-10224.10962166544,89640,5,3,0,0.01,20,243512.46641725948
1,246332.90948995983,245064.5451906909,-1268.3642992689563,89640,5,3,0,0.01,20,243512.46641725948
2,244849.81380834925,243989.42188654724,-860.3919218020164,89640,5,3,0,0.01,20,243512.46641725948
3,244247.03383673215,244455.12312122635,208.08928449417,89640,5,3,0,0.01,20,243512.46641725948
4,243918.74965675612,244297.39732365907,378.6476669029216,89640,5,3,0,0.01,20,243512.46641725948
5,243738.28349556468,244230.85698128276,492.5734857180505,89640,5,3,0,0.01,20,243512.46641725948
6,243634.85972888945,244891.72832989247,1256.8686010030506,89640,5,3,0,0.01,20,243512.46641725948
7,243577.6590686461,244636.5463853388,1058.8873166926496,89640,5,3,0,0.01,20,243512.46641725948
8,243546.30657602637,244483.278678592,936.9721025656328,89640,5,3,0,0.01,20,243512.46641725948
9,243530.9128412653,244336.08168382,805.1688425547036,89640,5,3,0,0.01,20,243512.46641725948
10,243522.591725604,248187.40323263456,4664.811507030565,89640,5,3,0,0.01,20,243512.46641725948
11,243518.3418008244,244427.5503818848,909.2085810604332,89640,5,3,0,0.01,20,243512.46641725948
12,243515.5797213488,246521.0642480197,3005.484526670916,89640,5,3,0,0.01,20,243512.46641725948
13,243514.48388230547,246343.6623164262,2829.178434120724,89640,5,3,0,0.01,20,243512.46641725948
14,243513.8935663053,244361.73853553704,847.8449692317517,89640,5,3,0,0.01,20,243512.46641725948
15,243513.36393319705,246328.1885973624,2814.824664165353,89640,5,3,0,0.01,20,243512.46641725948
16,243513.3290588872,244332.63387970024,819.3048208130349,89640,5,3,0,0.01,20,243512.46641725948
17,243513.1289507441,245215.28201659507,1702.1530658509582,89640,5,3,0,0.01,20,243512.46641725948
18,243512.9208936405,243646.5762023816,133.65530874108663,89640,5,3,0,0.01,20,243512.46641725948
19,243512.89026655484,243862.01419225035,349.12392569551594,89640,5,3,0,0.01,20,243512.46641725948
20,243512.8895361434,245510.22071856091,1997.331182417547,89640,5,3,0,0.01,20,243512.46641725948
