,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,10.316887264417383,9.373525807278511,-0.9433614571388738,40768,11,3,0,0.01,32,9.315240388621783
1,9.840829605335385,9.706972873434411,-0.1338567319009733,40768,11,3,0,0.01,32,9.315240388621783
2,9.627874567549483,9.53181333692264,-0.0960612306268444,40768,11,3,0,0.01,32,9.315240388621783
3,9.503541886575055,9.4400789181778,-0.0634629683972569,40768,11,3,0,0.01,32,9.315240388621783
4,9.42637689536485,9.58879006797472,0.1624131726098703,40768,11,3,0,0.01,32,9.315240388621783
5,9.379685448769507,9.36460544285536,-0.0150800059141484,40768,11,3,0,0.01,32,9.315240388621783
6,9.353293555996087,9.368750407876274,0.0154568518801845,40768,11,3,0,0.01,32,9.315240388621783
7,9.337905755997127,9.353204631692838,0.015298875695711,40768,11,3,0,0.01,32,9.315240388621783
8,9.328332357204625,9.37451243145094,0.0461800742463172,40768,11,3,0,0.01,32,9.315240388621783
9,9.322530659514737,9.41860155205715,0.0960708925424143,40768,11,3,0,0.01,32,9.315240388621783
10,9.319758997536688,9.395358945486358,0.0755999479496694,40768,11,3,0,0.01,32,9.315240388621783
11,9.31792842834062,9.38300925803984,0.0650808296992195,40768,11,3,0,0.01,32,9.315240388621783
12,9.3167265535302,9.394005710834335,0.0772791573041367,40768,11,3,0,0.01,32,9.315240388621783
13,9.316092451897989,9.34360885971667,0.027516407818684,40768,11,3,0,0.01,32,9.315240388621783
14,9.315759115291122,9.377900719854903,0.0621416045637825,40768,11,3,0,0.01,32,9.315240388621783
15,9.315544208577585,9.357207577218576,0.041663368640993,40768,11,3,0,0.01,32,9.315240388621783
16,9.315379522855194,9.372477064177875,0.0570975413226815,40768,11,3,0,0.01,32,9.315240388621783
17,9.31531503501699,9.36084068705014,0.0455256520331488,40768,11,3,0,0.01,32,9.315240388621783
18,9.315283369959172,9.359811848134964,0.0445284781757919,40768,11,3,0,0.01,32,9.315240388621783
19,9.315273989557337,9.361232813121385,0.0459588235640495,40768,11,3,0,0.01,32,9.315240388621783
20,9.31526898263615,9.346343283982945,0.0310743013467931,40768,11,3,0,0.01,32,9.315240388621783
21,9.315262612485345,9.416542285964296,0.1012796734789507,40768,11,3,0,0.01,32,9.315240388621783
22,9.315255133028742,9.364010738039926,0.0487556050111841,40768,11,3,0,0.01,32,9.315240388621783
23,9.315247762641382,9.405411895026722,0.0901641323853397,40768,11,3,0,0.01,32,9.315240388621783
24,9.31524454601728,9.394039397483573,0.0787948514662915,40768,11,3,0,0.01,32,9.315240388621783
25,9.315243427342642,9.366416947739506,0.0511735203968637,40768,11,3,0,0.01,32,9.315240388621783
26,9.315242479278776,9.425767556923736,0.1105250776449597,40768,11,3,0,0.01,32,9.315240388621783
27,9.315241527638689,9.397517342640535,0.0822758150018483,40768,11,3,0,0.01,32,9.315240388621783
28,9.315241275093328,9.414933810538882,0.0996925354455537,40768,11,3,0,0.01,32,9.315240388621783
29,9.31524085420321,9.438212627776938,0.1229717735737274,40768,11,3,0,0.01,32,9.315240388621783
30,9.315240470129092,9.378723038569984,0.0634825684408912,40768,11,3,0,0.01,32,9.315240388621783
31,9.315240242181314,9.379714205567096,0.0644739633857813,40768,11,3,0,0.01,32,9.315240388621783
32,9.3152402004188,9.35882978893775,0.0435895885189498,40768,11,3,0,0.01,32,9.315240388621783
