L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
4797476816.784182,4646187744.275173,-151289072.5090084,22784,17,5,0,0.01,12,0.0,15.625,31.25,0.0
4256212681.006657,4227554773.9585238,-28657907.048133373,22784,17,5,0,0.01,12,0.0,0.0,31.25,0.0
3927843820.0028152,4160144039.095132,232300219.09231663,22784,17,5,0,0.01,12,0.0,0.0,31.25,0.0
3616904405.4338145,4069626538.351785,452722132.91797066,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
3333721552.1975594,3765311841.786037,431590289.5884776,22784,17,5,0,0.01,12,15.625,0.0,15.625,0.0
3147698202.870976,,,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
2963029718.486884,,,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
2749352662.200493,,,22784,17,5,0,0.01,12,15.625,0.0,15.625,0.0
2498040641.086932,,,22784,17,5,0,0.01,12,15.625,0.0,15.625,0.0
2168919022.6447062,,,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
2089419806.6005142,,,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
1908798793.28001,,,22784,17,5,0,0.01,12,15.625,0.0,46.875,0.0
1908487730.5403554,,,22784,17,5,0,0.01,12,15.625,0.0,31.25,0.0
