,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,682115.7067733357,648686.7097724284,-33428.997000907315,12455,13,4,0,0.01,31,305437.1305707376
1,659220.5624635916,643396.4906852499,-15824.071778341662,12455,13,4,0,0.01,31,305437.1305707376
2,649222.7570764291,319607.6733370136,-329615.0837394155,12455,13,4,0,0.01,31,305437.1305707376
3,642807.4377494991,647496.7587878125,4689.321038313443,12455,13,4,0,0.01,31,305437.1305707376
4,639319.2383059324,582524.7674409123,-56794.47086502006,12455,13,4,0,0.01,31,305437.1305707376
5,637713.7424929657,581727.0437696236,-55986.69872334204,12455,13,4,0,0.01,31,305437.1305707376
6,636522.2157260899,315694.3384070558,-320827.8773190341,12455,13,4,0,0.01,31,305437.1305707376
7,635065.6233417249,597784.966119926,-37280.6572217989,12455,13,4,0,0.01,31,305437.1305707376
8,632172.1302595063,326194.71790859755,-305977.41235090874,12455,13,4,0,0.01,31,305437.1305707376
9,626326.2642660042,622222.4948063729,-4103.769459631294,12455,13,4,0,0.01,31,305437.1305707376
10,619080.8182301583,625846.1843710685,6765.366140910192,12455,13,4,0,0.01,31,305437.1305707376
11,613760.914826002,622227.6463346749,8466.731508672936,12455,13,4,0,0.01,31,305437.1305707376
12,610612.8207236261,623107.1657349676,12494.345011341502,12455,13,4,0,0.01,31,305437.1305707376
13,608915.4358424994,623192.2600120556,14276.82416955626,12455,13,4,0,0.01,31,305437.1305707376
14,607340.3400701925,614568.1729944557,7227.832924263203,12455,13,4,0,0.01,31,305437.1305707376
15,605163.3993451076,587816.1409075648,-17347.258437542827,12455,13,4,0,0.01,31,305437.1305707376
16,598423.6769891488,618915.4647881003,20491.787798951496,12455,13,4,0,0.01,31,305437.1305707376
17,576831.3786551704,587387.4695672628,10556.09091209236,12455,13,4,0,0.01,31,305437.1305707376
18,574521.7168005275,585013.6059418978,10491.88914137031,12455,13,4,0,0.01,31,305437.1305707376
19,573900.0528280037,585339.8887003579,11439.83587235422,12455,13,4,0,0.01,31,305437.1305707376
20,573719.3058090886,587130.1041157914,13410.798306702753,12455,13,4,0,0.01,31,305437.1305707376
21,573637.6776312143,581278.8021896485,7641.12455843424,12455,13,4,0,0.01,31,305437.1305707376
22,573618.5286096989,313209.0372447981,-260409.49136490072,12455,13,4,0,0.01,31,305437.1305707376
23,573600.600125971,586692.8309934513,13092.230867480275,12455,13,4,0,0.01,31,305437.1305707376
24,573539.7176256373,323890.0491202996,-249649.66850533773,12455,13,4,0,0.01,31,305437.1305707376
25,573501.3315987634,317268.39486248366,-256232.9367362797,12455,13,4,0,0.01,31,305437.1305707376
26,573499.2093482749,578648.4913298205,5149.281981545617,12455,13,4,0,0.01,31,305437.1305707376
27,573495.6242572748,598016.2765491334,24520.65229185857,12455,13,4,0,0.01,31,305437.1305707376
28,573479.1251670703,584465.4881771619,10986.36301009159,12455,13,4,0,0.01,31,305437.1305707376
29,573465.4941405304,594867.1956153403,21401.701474809903,12455,13,4,0,0.01,31,305437.1305707376
30,573463.5729803316,582808.4690942777,9344.896113946104,12455,13,4,0,0.01,31,305437.1305707376
31,573463.3855197544,585327.0271325919,11863.641612837557,12455,13,4,0,0.01,31,305437.1305707376
