L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
82549.04798291427,10107.12417755772,-72441.92380535655,241600,15,5,0,0.01,13
10070.91102162047,10106.481013978686,35.56999235821604,241600,15,5,0,0.01,13
10062.982768863667,10344.101232451947,281.11846358828006,241600,15,5,0,0.01,13
10057.876002520283,10229.401245622936,171.5252431026529,241600,15,5,0,0.01,13
10054.797499376926,10989.592330001162,934.794830624236,241600,15,5,0,0.01,13
10052.996479186175,10554.751105600422,501.75462641424747,241600,15,5,0,0.01,13
10052.205409275875,10482.949323817602,430.74391454172655,241600,15,5,0,0.01,13
10051.97604154534,10061.180408736367,9.204367191026904,241600,15,5,0,0.01,13
10051.880602424899,10282.662993264983,230.7823908400842,241600,15,5,0,0.01,13
10051.825843639184,10115.83380936296,64.00796572377658,241600,15,5,0,0.01,13
10051.808584356191,10252.84056889165,201.03198453545883,241600,15,5,0,0.01,13
10051.795969018922,10705.967178955905,654.1712099369834,241600,15,5,0,0.01,13
10051.785361380846,10152.121470930468,100.33610954962205,241600,15,5,0,0.01,13
10051.783894033417,10188.50335292632,136.71945889290328,241600,15,5,0,0.01,13
