,L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,L_opt
0,211538.8820291069,164813.60175641908,-46725.28027268781,89640,5,4,0,0.01,38,162132.2520426185
1,185201.0947411997,164106.54032166745,-21094.554419532244,89640,5,4,0,0.01,38,162132.2520426185
2,175443.7540462672,162266.8680258612,-13176.886020406004,89640,5,4,0,0.01,38,162132.2520426185
3,170886.77087811497,166768.42249606844,-4118.3483820465335,89640,5,4,0,0.01,38,162132.2520426185
4,168242.59038035176,164662.6630332377,-3579.927347114048,89640,5,4,0,0.01,38,162132.2520426185
5,166483.71619978777,162839.8160849901,-3643.900114797667,89640,5,4,0,0.01,38,162132.2520426185
6,165284.59278816907,163605.8493660084,-1678.7434221606818,89640,5,4,0,0.01,38,162132.2520426185
7,164416.47693837574,164017.39172209275,-399.0852162829833,89640,5,4,0,0.01,38,162132.2520426185
8,163804.34013346612,163027.11105474492,-777.2290787211969,89640,5,4,0,0.01,38,162132.2520426185
9,163364.1200437057,163397.32068076753,33.20063706181827,89640,5,4,0,0.01,38,162132.2520426185
10,163018.92197417808,162931.69183128572,-87.23014289236744,89640,5,4,0,0.01,38,162132.2520426185
11,162771.94541469123,164883.1424165912,2111.197001899971,89640,5,4,0,0.01,38,162132.2520426185
12,162598.06235980193,162837.29878307972,239.2364232777909,89640,5,4,0,0.01,38,162132.2520426185
13,162473.82568932985,163278.7727004455,804.9470111156406,89640,5,4,0,0.01,38,162132.2520426185
14,162391.31283517278,162732.8886164251,341.5757812523225,89640,5,4,0,0.01,38,162132.2520426185
15,162332.92166363314,165020.71474977816,2687.793086145015,89640,5,4,0,0.01,38,162132.2520426185
16,162290.86863571155,162684.3048405714,393.4362048598414,89640,5,4,0,0.01,38,162132.2520426185
17,162256.7953496425,163087.5120413623,830.7166917198047,89640,5,4,0,0.01,38,162132.2520426185
18,162227.67691114286,162359.25865662948,131.58174548661918,89640,5,4,0,0.01,38,162132.2520426185
19,162202.06312931035,163410.98836561508,1208.9252363047272,89640,5,4,0,0.01,38,162132.2520426185
20,162180.78144686538,163205.31500422853,1024.5335573631455,89640,5,4,0,0.01,38,162132.2520426185
21,162166.32634034,162681.9892515153,515.6629111753136,89640,5,4,0,0.01,38,162132.2520426185
22,162155.94956104152,163264.90859893936,1108.9590378978464,89640,5,4,0,0.01,38,162132.2520426185
23,162149.25804670132,162979.7230325879,830.4649858865887,89640,5,4,0,0.01,38,162132.2520426185
24,162144.61024119673,162877.95316724305,733.3429260463163,89640,5,4,0,0.01,38,162132.2520426185
25,162141.1079810209,162993.34574084223,852.2377598213498,89640,5,4,0,0.01,38,162132.2520426185
26,162138.77512082146,162766.35724384722,627.582123025757,89640,5,4,0,0.01,38,162132.2520426185
27,162137.3323694211,163611.67683193428,1474.344462513167,89640,5,4,0,0.01,38,162132.2520426185
28,162136.22463972287,163576.04891974217,1439.8242800192966,89640,5,4,0,0.01,38,162132.2520426185
29,162135.14737145632,162386.29872071996,251.15134926364408,89640,5,4,0,0.01,38,162132.2520426185
30,162134.40727281597,163885.44493734298,1751.0376645270153,89640,5,4,0,0.01,38,162132.2520426185
31,162133.6247910842,163893.83423634028,1760.2094452560705,89640,5,4,0,0.01,38,162132.2520426185
32,162133.20308875685,162686.4474182424,553.2443294855475,89640,5,4,0,0.01,38,162132.2520426185
33,162132.85927564738,162809.90333431854,677.0440586711629,89640,5,4,0,0.01,38,162132.2520426185
34,162132.72816504908,162651.11260152695,518.3844364778779,89640,5,4,0,0.01,38,162132.2520426185
35,162132.59376179046,162580.7160018211,448.1222400306433,89640,5,4,0,0.01,38,162132.2520426185
36,162132.39950732313,163695.45575917256,1563.0562518494262,89640,5,4,0,0.01,38,162132.2520426185
37,162132.28059608123,163028.65943991524,896.3788438339834,89640,5,4,0,0.01,38,162132.2520426185
38,162132.28004619243,163026.6655850255,894.3855388330703,89640,5,4,0,0.01,38,162132.2520426185
