L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
267.42168036535827,246.2866710833642,-21.13500928199406,531441,12,9,0,0.01,12,218.75,15.625,312.5,0.0,0.0,0.0,609.375,343.75
245.7310787147594,245.93901955885713,0.2079408440977204,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,593.75,0.0
245.60929128145543,245.44293414085143,-0.1663571406039921,531441,12,9,0,0.01,12,0.0,0.0,312.5,0.0,0.0,0.0,593.75,0.0
245.3542070812181,245.35043215325408,-0.003774927964030894,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,562.5,0.0
245.29585713886436,245.35732767126012,0.06147053239575939,531441,12,9,0,0.01,12,0.0,15.625,328.125,0.0,0.0,0.0,578.125,0.0
245.2889973456256,245.34908564556122,0.060088299935614486,531441,12,9,0,0.01,12,0.0,0.0,296.875,0.0,0.0,0.0,546.875,0.0
245.28609999906124,245.29966357064927,0.013563571588036893,531441,12,9,0,0.01,12,0.0,0.0,281.25,0.0,0.0,0.0,578.125,0.0
245.28448383854018,245.29630357877193,0.01181974023174348,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,578.125,0.0
245.28347561007072,245.29240357703455,0.008927966963824474,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,578.125,0.0
245.28280672332843,245.29433863551975,0.011531912191315996,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,609.375,0.0
245.2823643187814,245.29174457475835,0.009380255976964236,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,609.375,0.0
245.28207214019346,245.2865262992959,0.004454159102436961,531441,12,9,0,0.01,12,0.0,15.625,312.5,0.0,0.0,0.0,609.375,0.0
245.2818279148136,245.28670478673087,0.004876871917275594,531441,12,9,0,0.01,12,0.0,0.0,312.5,0.0,0.0,0.0,578.125,0.0
