L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
2.2460215457316535e+36,1.309692983426381e+35,-2.1150522473890154e+36,732977,17,8,0,0.01,12,312.5,31.25,562.5,0.0,0.0,0.0,1125.0,515.625
1.3086718274805408e+35,1.340973483649646e+35,3.230165616910515e+33,732977,17,8,0,0.01,12,0.0,15.625,562.5,0.0,0.0,0.0,1078.125,0.0
1.3085013820978468e+35,1.3253772743772844e+35,1.6875892279437602e+33,732977,17,8,0,0.01,12,0.0,15.625,578.125,0.0,0.0,0.0,1062.5,0.0
1.3084558823299019e+35,1.3141704596636265e+35,5.71457733372457e+32,732977,17,8,0,0.01,12,0.0,15.625,562.5,0.0,0.0,0.0,1078.125,0.0
1.30844412188647e+35,1.1830658058231958e+35,-1.2537831606327429e+34,732977,17,8,0,0.01,12,0.0,15.625,578.125,0.0,0.0,0.0,1046.875,0.0
1.1797987325598039e+35,1.1725100528050549e+35,-7.288679754749019e+32,732977,17,8,0,0.01,12,0.0,46.875,546.875,0.0,0.0,0.0,1078.125,0.0
1.1721482450311823e+35,1.4876222690684567e+35,3.1547402403727445e+34,732977,17,8,0,0.01,12,0.0,15.625,578.125,0.0,0.0,0.0,1062.5,0.0
1.1721283076749377e+35,1.314613446006985e+35,1.4248513833204739e+34,732977,17,8,0,0.01,12,0.0,15.625,562.5,0.0,0.0,0.0,1031.25,0.0
1.172120057769585e+35,1.1769308739649627e+35,4.810816195377745e+32,732977,17,8,0,0.01,12,0.0,31.25,562.5,0.0,0.0,0.0,1062.5,0.0
1.1721141527127125e+35,1.3174017275586504e+35,1.452875748459379e+34,732977,17,8,0,0.01,12,0.0,46.875,578.125,0.0,0.0,0.0,1078.125,0.0
1.1721078341375714e+35,1.1834757276191318e+35,1.1367893481560409e+33,732977,17,8,0,0.01,12,0.0,31.25,562.5,0.0,0.0,0.0,1062.5,0.0
1.1721055287579837e+35,1.1735690118127585e+35,1.4634830547748363e+32,732977,17,8,0,0.01,12,0.0,15.625,578.125,0.0,0.0,0.0,1046.875,0.0
1.1721026857192564e+35,1.3231940339159035e+35,1.510913481966471e+34,732977,17,8,0,0.01,12,0.0,31.25,546.875,0.0,0.0,0.0,1062.5,0.0
