L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
20682891964.826885,1939958823.912881,-18742933140.914005,761940,6,5,0,0.01,13
1938896586.160858,1942192798.5596435,3296212.398785591,761940,6,5,0,0.01,13
1938484014.2203913,1938934309.7342842,450295.513892889,761940,6,5,0,0.01,13
1938181170.3608408,1940919902.851819,2738732.490978241,761940,6,5,0,0.01,13
1937943239.2260244,1937847546.9551978,-95692.27082657814,761940,6,5,0,0.01,13
1937174651.9360445,1938881764.7743626,1707112.8383181095,761940,6,5,0,0.01,13
1937013633.097629,1937283137.953304,269504.8556749821,761940,6,5,0,0.01,13
1936958117.155266,1940001063.6119895,3042946.4567234516,761940,6,5,0,0.01,13
1936934698.6432471,1961697950.1352534,24763251.492006302,761940,6,5,0,0.01,13
1936923656.4569626,1942875997.3438923,5952340.88692975,761940,6,5,0,0.01,13
1936917976.7492614,1938513372.4950423,1595395.7457809448,761940,6,5,0,0.01,13
1936914738.4150856,1951085551.6634626,14170813.248377085,761940,6,5,0,0.01,13
1936912685.7238936,1938837586.9238212,1924901.1999275684,761940,6,5,0,0.01,13
1936911265.3100114,1942136333.4330568,5225068.1230454445,761940,6,5,0,0.01,13
