L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling,t_choose_best,t_sampling_centroids,t_get_avg,t_permutation
15006276828505.182,14400899818521.115,-605377009984.0664,138509,14,3,0,0.01,11,0.0,0.0,78.125,0.0,0.0,0.0,78.125,46.875
13942457180811.955,16820650774680.348,2878193593868.3926,138509,14,3,0,0.01,11,0.0,15.625,62.5,0.0,0.0,0.0,78.125,0.0
13899596898052.617,13988729102505.172,89132204452.55469,138509,14,3,0,0.01,11,0.0,15.625,62.5,0.0,0.0,0.0,93.75,0.0
13889580163490.523,,,138509,14,3,0,0.01,11,0.0,15.625,46.875,0.0,0.0,0.0,93.75,0.0
13886634464604.406,13995422589384.184,108788124779.77734,138509,14,3,0,0.01,11,0.0,0.0,46.875,0.0,0.0,0.0,93.75,0.0
13886103837691.537,,,138509,14,3,0,0.01,11,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
13885233944434.158,,,138509,14,3,0,0.01,11,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
13884349181001.791,,,138509,14,3,0,0.01,11,0.0,0.0,62.5,0.0,0.0,0.0,93.75,0.0
13884281492003.938,13888323918749.42,4042426745.482422,138509,14,3,0,0.01,11,0.0,0.0,62.5,0.0,0.0,0.0,78.125,0.0
13884239261008.4,,,138509,14,3,0,0.01,11,0.0,15.625,62.5,0.0,0.0,0.0,78.125,0.0
13884183777352.807,13892192826397.56,8009049044.753906,138509,14,3,0,0.01,11,0.0,15.625,62.5,0.0,0.0,0.0,93.75,0.0
13884179187074.217,13884429307324.705,250120250.48828125,138509,14,3,0,0.01,11,0.0,0.0,62.5,0.0,0.0,0.0,78.125,0.0
