L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
56.55131246729182,87.74225335836866,31.190940891076835,531441,12,4,0,0.01,49
,10.5161135579073,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
,,,531441,12,4,0,0.01,49
