L_sketching_resample,L_base,L_sketching,L_opt
3.5218321178470235,3.9460389225520047,3.523350514058601,3.377031441375093
3.511772840283617,3.706389418875679,3.514737340624661,3.377031441375093
3.5036455113658587,3.662990850809495,3.513654993638897,3.377031441375093
3.485080004887376,3.636471533914914,3.5128146066118666,3.377031441375093
3.4615011920856444,3.617885807888928,3.5120720312924902,3.377031441375093
3.4526544866548154,3.603814918128772,3.5113825096804194,3.377031441375093
3.4277117518162505,3.593946851950632,3.510611742748869,3.377031441375093
3.4204860178287047,3.587383586276724,3.5097467786135383,3.377031441375093
3.416749226144629,3.5832660664021194,3.5087234946860297,3.377031441375093
3.414790043099691,3.5805767613772628,3.5074104133995943,3.377031441375093
3.4136321310416,3.578787885401929,3.505869032415485,3.377031441375093
3.412968160541423,3.5774641586509808,3.5041595030810133,3.377031441375093
3.412641014106184,3.576324434201212,3.5021192780329504,3.377031441375093
3.412465323084505,3.575360560639352,3.499674385035072,3.377031441375093
3.412356775471028,3.5743491018597404,3.496880327730187,3.377031441375093
3.4122658688043277,3.5732774172815733,3.493948480687733,3.377031441375093
3.4121993794630385,3.572190130741573,3.4907537749780087,3.377031441375093
3.4121348276967107,3.571076517768177,3.4878586369379616,3.377031441375093
3.4120899679368124,3.569867989106211,3.4851316784022863,3.377031441375093
3.412052755778616,3.5686484404125185,3.482709063206409,3.377031441375093
3.412015338587833,3.567478676559651,3.4807787549319538,3.377031441375093
3.411976057786803,3.5661884699276567,3.4792870618552376,3.377031441375093
3.411943879232125,3.564773188516935,3.478097688450105,3.377031441375093
3.4119161385962467,3.563213015643934,3.477113702162911,3.377031441375093
3.4118886940777617,3.561423137728509,3.4763442480935027,3.377031441375093
3.411863711735141,3.5593794645150423,3.475775838527126,3.377031441375093
3.411845495799683,3.5572379370611658,3.475297809409378,3.377031441375093
3.4118260355316194,3.554832870552483,3.4749317046638124,3.377031441375093
3.4118060958563805,3.552180499472781,3.4746201864012924,3.377031441375093
3.4117880137260013,3.5494760969581387,3.474312541209008,3.377031441375093
3.4117695635632,3.54693865200176,3.474014401736996,3.377031441375093
3.4117473069716744,3.5444400059504737,3.473717963354666,3.377031441375093
3.411722054082483,3.541704470477982,3.437021674367533,3.377031441375093
3.411700990269739,3.538720282888429,3.414360049776968,3.377031441375093
3.4116846442080004,3.535707769220497,3.4134220216840565,3.377031441375093
3.411668609302897,3.5327984966520045,3.4129887610222136,3.377031441375093
3.411651758485614,3.529820568726889,3.412681120399917,3.377031441375093
3.411638733139056,3.526727777750367,3.412349101930328,3.377031441375093
3.4116279759331887,3.523808751700701,3.411996249232216,3.377031441375093
3.4116157158186198,3.5213463764577524,3.4116213229307246,3.377031441375093
3.411603026763919,3.5192042043209053,3.411186896665153,3.377031441375093
3.4115859856154205,3.517165268889545,3.410662957464415,3.377031441375093
3.411571368355605,3.5154589964508243,3.410072054917218,3.377031441375093
3.411558432206936,3.514015196046271,3.409439779028841,3.377031441375093
3.411549738977569,3.5128205033689306,3.408703829911422,3.377031441375093
3.411538043593992,3.511764183341546,3.407926866103708,3.377031441375093
3.411524384547276,3.5106996850530896,3.4070195829006944,3.377031441375093
3.411513486434401,3.509696273816959,3.406031856758761,3.377031441375093
3.41150531123848,3.508846266399838,3.40516095959011,3.377031441375093
3.411496729112704,3.50806724422748,3.404440564320996,3.377031441375093
