L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps
2.1343010973385968e+36,3.467931741751642e+35,-1.7875079231634326e+36,732977,17,5,0,0.01,47
8.335590435434355e+35,3.467931741751642e+35,-4.8676586936827134e+35,732977,17,5,0,0.01,47
6.794797994583693e+35,3.467931741751642e+35,-3.326866252832051e+35,732977,17,5,0,0.01,47
6.309484587667946e+35,3.467931741751642e+35,-2.841552845916304e+35,732977,17,5,0,0.01,47
6.007265141417505e+35,3.467931741751642e+35,-2.539333399665863e+35,732977,17,5,0,0.01,47
5.7530305048463635e+35,3.467931741751642e+35,-2.2850987630947214e+35,732977,17,5,0,0.01,47
5.541600688664539e+35,3.467931741751642e+35,-2.073668946912897e+35,732977,17,5,0,0.01,47
5.410123062331528e+35,3.467931741751642e+35,-1.942191320579886e+35,732977,17,5,0,0.01,47
5.300378154985221e+35,3.467931741751642e+35,-1.832446413233579e+35,732977,17,5,0,0.01,47
5.146610151331911e+35,3.467931741751642e+35,-1.678678409580269e+35,732977,17,5,0,0.01,47
4.960169334044264e+35,3.467931741751642e+35,-1.492237592292622e+35,732977,17,5,0,0.01,47
4.865298538171154e+35,3.467931741751642e+35,-1.3973667964195123e+35,732977,17,5,0,0.01,47
4.6719753606624046e+35,3.467931741751642e+35,-1.2040436189107626e+35,732977,17,5,0,0.01,47
4.17611789692125e+35,3.467931741751642e+35,-7.081861551696081e+34,732977,17,5,0,0.01,47
3.813334487924734e+35,3.467931741751642e+35,-3.45402746173092e+34,732977,17,5,0,0.01,47
3.640268640622631e+35,3.467931741751642e+35,-1.7233689887098886e+34,732977,17,5,0,0.01,47
3.5537567359020116e+35,3.467931741751642e+35,-8.582499415036957e+33,732977,17,5,0,0.01,47
3.523096516374948e+35,3.467931741751642e+35,-5.516477462330601e+33,732977,17,5,0,0.01,47
3.507023324984653e+35,3.467931741751642e+35,-3.909158323301133e+33,732977,17,5,0,0.01,47
3.496355900414933e+35,3.467931741751642e+35,-2.8424158663291024e+33,732977,17,5,0,0.01,47
3.4863697309427394e+35,3.467931741751642e+35,-1.8437989191097354e+33,732977,17,5,0,0.01,47
3.4805789789304715e+35,3.467931741751642e+35,-1.2647237178829513e+33,732977,17,5,0,0.01,47
3.476497581809847e+35,3.467931741751642e+35,-8.565840058204612e+32,732977,17,5,0,0.01,47
3.473794898870183e+35,3.467931741751642e+35,-5.863157118540629e+32,732977,17,5,0,0.01,47
3.471354988229793e+35,3.467931741751642e+35,-3.4232464781511235e+32,732977,17,5,0,0.01,47
3.468826071511968e+35,3.467931741751642e+35,-8.943297603261017e+31,732977,17,5,0,0.01,47
3.467597205795417e+35,3.467931741751642e+35,3.345359562249441e+31,732977,17,5,0,0.01,47
3.4671417304837e+35,3.467931741751642e+35,7.900112679416824e+31,732977,17,5,0,0.01,47
3.466965283933813e+35,3.467901553358274e+35,9.362694244606596e+31,732977,17,5,0,0.01,47
3.466834425895895e+35,3.4678610930443815e+35,1.0266671484867202e+32,732977,17,5,0,0.01,47
3.466731457271144e+35,3.467683767869315e+35,9.52310598171398e+31,732977,17,5,0,0.01,47
3.466661979415796e+35,3.467683767869315e+35,1.0217884535194578e+32,732977,17,5,0,0.01,47
3.466608674623388e+35,3.467425086333714e+35,8.164117103255798e+31,732977,17,5,0,0.01,47
3.466567550225274e+35,3.467425086333714e+35,8.575361084398034e+31,732977,17,5,0,0.01,47
3.466542865348261e+35,3.467425086333714e+35,8.822209854525894e+31,732977,17,5,0,0.01,47
3.46651996389979e+35,3.4673141267142575e+35,7.94162814467439e+31,732977,17,5,0,0.01,47
3.466501445059813e+35,3.467289253126859e+35,7.87808067045927e+31,732977,17,5,0,0.01,47
3.466482334072717e+35,3.467258873620634e+35,7.765395479172556e+31,732977,17,5,0,0.01,47
3.466464401305595e+35,3.467221237809708e+35,7.568365041133237e+31,732977,17,5,0,0.01,47
3.466448035634073e+35,3.467221237809708e+35,7.7320217563538225e+31,732977,17,5,0,0.01,47
3.4664363991155946e+35,3.467193497258326e+35,7.570981427316542e+31,732977,17,5,0,0.01,47
3.466424319407867e+35,3.4671862451350176e+35,7.619257271508968e+31,732977,17,5,0,0.01,47
3.466417187834314e+35,3.4671862451350176e+35,7.690573007037098e+31,732977,17,5,0,0.01,47
3.46640797851592e+35,3.46718061636886e+35,7.726378529395539e+31,732977,17,5,0,0.01,47
3.466404368538348e+35,3.46718061636886e+35,7.762478305117509e+31,732977,17,5,0,0.01,47
3.466396857259833e+35,3.46718061636886e+35,7.837591090266525e+31,732977,17,5,0,0.01,47
3.46638755300306e+35,3.46718061636886e+35,7.930633657994223e+31,732977,17,5,0,0.01,47
3.4663848829429716e+35,3.46718061636886e+35,7.957334258880897e+31,732977,17,5,0,0.01,47
