n_datapoints,n_features,n_clusters,t_A_avg,t_A_min,t_A_max,t_B_avg,t_B_min,t_B_max,avg_cluster_size,min_cluster_size,max_cluster_size,t_speculation_avg,t_speculation_min,t_speculation_max,t_correction_avg,t_correction_min,t_correction_max
10692.0,8.0,7.0,0.006591071364700153,0.0,0.019500017166137695,0.0020564525358138545,0.0,0.015660762786865234,1527.4285714285713,2.0,4901.0,0.0027876310451056367,0.0,0.01566338539123535,0.010170846857050414,0.0,0.023938417434692383
10692.0,8.0,8.0,0.006735241174697876,0.0,0.020571231842041016,0.002092224597930908,0.0,0.015677213668823242,1336.5,0.0,10692.0,0.0018642301559448243,0.0,0.015688180923461914,0.00045854735374450684,0.0,0.017493486404418945
10692.0,8.0,9.0,0.008227241992950439,0.0,0.021837949752807617,0.0024227519035339355,0.0,0.015764713287353516,1188.0,445.0,2639.0,0.002025284767150879,0.0,0.01814413070678711,0.010679192543029785,0.0,0.02426767349243164
10692.0,8.0,10.0,0.008704057216644287,0.0,0.022703886032104492,0.002719779968261719,0.0,0.016738176345825195,1069.2,0.0,10692.0,0.0024350476264953613,0.0,0.017580270767211914,0.00046410536766052244,0.0,0.01792764663696289
10692.0,8.0,11.0,0.009031038761138916,0.0,0.023710250854492188,0.002638663053512573,0.0,0.016345500946044922,972.0,0.0,10692.0,0.0025741941928863524,0.0,0.016552209854125977,0.0023735282421112063,0.0,0.024872541427612305
10692.0,8.0,12.0,0.009458818435668946,0.0,0.024004220962524414,0.0033679060935974123,0.0,0.0169827938079834,891.0,0.0,10692.0,0.00233475661277771,0.0,0.01611638069152832,0.0005398850440979004,0.0,0.016018152236938477
10692.0,8.0,13.0,0.01115365982055664,0.0,0.03029942512512207,0.0025555229187011717,0.0,0.016921281814575195,822.4615384615385,0.0,10692.0,0.0025316290855407716,0.0,0.01908731460571289,0.000459059476852417,0.0,0.0257723331451416
10692.0,8.0,14.0,0.010564236402511596,0.0,0.03126168251037598,0.0030596902370452882,0.0,0.01746845245361328,763.7142857142857,0.0,10692.0,0.0032295722961425783,0.0,0.016901731491088867,0.00046805500984191894,0.0,0.015677452087402344
22784.0,9.0,3.0,0.010101998553556554,0.0,0.016799449920654297,0.004487339188070858,0.0,0.014888525009155273,7594.666666666667,527.0,18912.0,0.0007667962242575252,0.0,0.014950990676879883,0.0017889247221105238,0.0,0.01633620262145996
22784.0,9.0,4.0,0.011669676879356647,0.0,0.01703166961669922,0.004214714313375539,0.0,0.01567244529724121,5696.0,241.0,15927.0,0.003607692389652647,0.0,0.015635013580322266,0.0028616477703226023,0.0,0.01156759262084961
22784.0,9.0,5.0,0.013443829463078425,0.0,0.026724576950073242,0.005245274763840895,0.0,0.015663862228393555,4556.8,164.0,14814.0,0.0036330919999342697,0.0,0.015628337860107422,0.009293464513925405,0.0,0.016475677490234375
22784.0,9.0,6.0,0.015180930799367477,0.007959127426147461,0.026325225830078125,0.004136017390659877,0.0,0.016993284225463867,3797.3333333333335,124.0,11973.0,0.0032501318016830757,0.0,0.016634225845336914,0.02082356141538036,0.0,0.033831119537353516
22784.0,9.0,7.0,0.01741366501314094,0.01006460189819336,0.02834320068359375,0.002987548529383648,0.0,0.016396522521972656,3254.8571428571427,3.0,11932.0,0.005141246749694089,0.0,0.01703643798828125,0.02458315585033003,0.015606403350830078,0.038277626037597656
22784.0,9.0,8.0,0.01601415961536009,0.0,0.030789852142333984,0.0049461677892884215,0.0,0.01566171646118164,2848.0,3.0,14812.0,0.005636852179000627,0.0,0.015671968460083008,0.021625145157771326,0.012047052383422852,0.03201699256896973
22784.0,9.0,9.0,0.017714064359664917,0.008105278015136719,0.03206229209899902,0.005521805763244629,0.0,0.02022242546081543,2531.5555555555557,0.0,22784.0,0.005325305938720703,0.0,0.017208337783813477,0.00046975374221801757,0.0,0.037674903869628906
22784.0,9.0,10.0,0.01999488115310669,0.009731054306030273,0.03401494026184082,0.005964951515197754,0.0,0.016762495040893555,2278.4,3.0,8750.0,0.005133485794067383,0.0,0.01657247543334961,0.03029413938522339,0.015619277954101562,0.04442858695983887
22784.0,9.0,11.0,0.02270396550496419,0.010047197341918945,0.03467726707458496,0.004484567089357238,0.0,0.015672922134399414,2071.2727272727275,3.0,7379.0,0.003962388937024103,0.0,0.022015094757080078,0.03191670818605285,0.01563429832458496,0.04490303993225098
22784.0,9.0,12.0,0.02029711604118347,0.010046243667602539,0.0499424934387207,0.006033973217010498,0.0,0.019597530364990234,1898.6666666666667,0.0,22784.0,0.006172984838485718,0.0,0.01909661293029785,0.002214162349700928,0.0,0.046573638916015625
22784.0,9.0,13.0,0.024391475677490233,0.015588760375976562,0.033210039138793945,0.006757253646850586,0.0,0.016588926315307617,1752.6153846153845,3.0,6880.0,0.006688072204589844,0.0,0.016941070556640625,0.03720166969299316,0.023885726928710938,0.05032086372375488
22784.0,9.0,14.0,0.02457095456123352,0.008545398712158203,0.04683041572570801,0.006882033109664917,0.0,0.023448705673217773,1627.4285714285713,0.0,22784.0,0.007206260204315185,0.0,0.023997783660888672,0.0030344440937042235,0.0,0.0504908561706543
59049.0,10.0,3.0,0.028917133072276176,0.015622615814208984,0.039861440658569336,0.007229825596750518,0.0,0.01613593101501465,19683.0,14459.0,22466.0,0.0047900235211407695,0.0,0.015641212463378906,0.004478969691712179,0.0,0.016049623489379883
59049.0,10.0,4.0,0.032745463507516046,0.01567244529724121,0.040033817291259766,0.008089621861775717,0.0,0.016788721084594727,14762.25,10960.0,21708.0,0.006531704039800735,0.0,0.016646146774291992,0.004367351531982422,0.0,0.015626907348632812
59049.0,10.0,5.0,0.03712122006849809,0.03196549415588379,0.04800724983215332,0.009931054982272062,0.0,0.01770162582397461,11809.8,8060.0,15852.0,0.00886957211927934,0.0017821788787841797,0.016368865966796875,0.007198290391401811,0.0,0.023266315460205078
59049.0,10.0,6.0,0.04040495157241821,0.03202509880065918,0.04801774024963379,0.009944629669189454,0.006979465484619141,0.016000986099243164,9841.5,7727.0,12869.0,0.008821666240692139,0.007963418960571289,0.016008615493774414,0.007650840282440186,0.0,0.01601266860961914
59049.0,10.0,7.0,0.045077392929478696,0.03175830841064453,0.05658531188964844,0.011394927376195005,0.0,0.016911029815673828,8435.57142857143,5958.0,12810.0,0.011246787874322189,0.0,0.021275997161865234,0.0103566144642077,0.0,0.016837358474731445
59049.0,10.0,8.0,0.04784532597190455,0.031241178512573242,0.06235456466674805,0.014107867291099146,0.0,0.01929759979248047,7381.125,1667.0,12726.0,0.012957478824414705,0.0,0.01705169677734375,0.010686968502245452,0.0,0.023215532302856445
59049.0,10.0,9.0,0.05258515097878196,0.040096282958984375,0.07079672813415527,0.013484421643343838,0.0,0.02248525619506836,6561.0,1505.0,12125.0,0.012959978797219017,0.0,0.016535520553588867,0.021207835457541725,0.008284568786621094,0.06400346755981445
59049.0,10.0,10.0,0.05515238285064697,0.04685521125793457,0.07775044441223145,0.01426239013671875,0.0,0.02231431007385254,5904.9,3602.0,12108.0,0.013730525970458984,0.0,0.017630338668823242,0.013116369247436524,0.0,0.03200173377990723
59049.0,10.0,11.0,0.062428979130534384,0.04683113098144531,0.08054995536804199,0.01724111879026735,0.008473634719848633,0.025629043579101562,5368.090909090909,1971.0,11797.0,0.015190378412023767,0.0,0.02412247657775879,0.020154445202319654,0.010549068450927734,0.03223156929016113
59049.0,10.0,12.0,0.06063992275911219,0.04685473442077637,0.0803987979888916,0.016071361653945026,0.008120536804199219,0.03125643730163574,4920.75,1211.0,12041.0,0.01567371312309714,0.008011817932128906,0.0249483585357666,0.02805473383735208,0.013920783996582031,0.0644984245300293
59049.0,10.0,13.0,0.07322427859673133,0.054924964904785156,0.10933852195739746,0.020175897158109225,0.011048078536987305,0.03343009948730469,4542.2307692307695,1319.0,11584.0,0.01788175411713429,0.008619070053100586,0.034714698791503906,0.03698918146964831,0.023767948150634766,0.07420516014099121
59049.0,10.0,14.0,0.07180467191732155,0.062134742736816406,0.0908362865447998,0.019222515933918504,0.012552976608276367,0.03193330764770508,4217.785714285715,1565.0,6102.0,0.017954965807356924,0.008810758590698242,0.03125429153442383,0.03782435183255178,0.027242422103881836,0.05260014533996582
40768.0,11.0,3.0,0.022182663281758625,0.015623807907104492,0.0318303108215332,0.007416102621290419,0.0,0.016623258590698242,13589.333333333334,11461.0,17600.0,0.0029039382934570312,0.0,0.015625,0.0037501520580715602,0.0,0.01562666893005371
40768.0,11.0,4.0,0.022867972200567074,0.015620231628417969,0.03343653678894043,0.006454803726889871,0.0,0.015625715255737305,10192.0,7816.0,12541.0,0.005490471016276966,0.0,0.015630006790161133,0.0041297078132629395,0.0,0.015628814697265625
40768.0,11.0,5.0,0.027536439895629882,0.015579700469970703,0.040369510650634766,0.007158262833305027,0.0,0.017186641693115234,8153.6,5432.0,10977.0,0.006284089710401452,0.0,0.015674591064453125,0.006081744898920474,0.0,0.016520977020263672
40768.0,11.0,6.0,0.03094120631142268,0.015610694885253906,0.04686689376831055,0.007470804547506665,0.0,0.017619609832763672,6794.666666666667,5078.0,8604.0,0.007194178444998605,0.0,0.016431808471679688,0.005805000426277282,0.0,0.01603865623474121
40768.0,11.0,7.0,0.031759668279577186,0.023852825164794922,0.04686927795410156,0.00870529810587565,0.0,0.015825510025024414,5824.0,3811.0,8165.0,0.00941875245836046,0.0,0.015638351440429688,0.01046664626510055,0.0,0.0162203311920166
40768.0,11.0,8.0,0.03352578039522524,0.02471470832824707,0.046874284744262695,0.009894596205817329,0.0,0.01649308204650879,5096.0,3750.0,6492.0,0.008543345663282607,0.0,0.015633583068847656,0.01327814879240813,0.007947683334350586,0.031250953674316406
40768.0,11.0,9.0,0.03988851285448261,0.03123950958251953,0.05103349685668945,0.010484143799426509,0.0,0.017340421676635742,4529.777777777777,3206.0,6227.0,0.010471661885579428,0.0,0.018175363540649414,0.01384897793040556,0.0,0.02400374412536621
40768.0,11.0,10.0,0.04191992309067275,0.031227827072143555,0.05459117889404297,0.010674832941411616,0.0,0.0206148624420166,4076.8,2696.0,5122.0,0.010483094624110631,0.0,0.018812894821166992,0.026112810596004947,0.013294458389282227,0.03566551208496094
40768.0,11.0,11.0,0.044603886142853766,0.02971506118774414,0.0558924674987793,0.011732562895744078,0.0,0.019910097122192383,3706.181818181818,2424.0,5124.0,0.012830022842653336,0.0,0.020098447799682617,0.02617453759716403,0.012057065963745117,0.0624697208404541
40768.0,11.0,12.0,0.045114535551804766,0.031231164932250977,0.0616915225982666,0.012364479211660532,0.0,0.01818370819091797,3397.3333333333335,2486.0,4515.0,0.01148551549666967,0.0,0.017476558685302734,0.021387870495135967,0.013566970825195312,0.04404449462890625
40768.0,11.0,13.0,0.05386962695997589,0.03951072692871094,0.0835115909576416,0.015203135354178292,0.0,0.025915861129760742,3136.0,2386.0,4128.0,0.014639552758664501,0.0,0.027629375457763672,0.0346115949202557,0.015625953674316406,0.058251142501831055
40768.0,11.0,14.0,0.055628763511776924,0.04463768005371094,0.07999825477600098,0.014876194298267365,0.0,0.02677178382873535,2912.0,1675.0,4549.0,0.01420397125184536,0.0,0.024112462997436523,0.03927480801939964,0.025243043899536133,0.06667017936706543
20867.0,12.0,3.0,0.011497867107391358,0.007955551147460938,0.01603078842163086,0.0028999149799346924,0.0,0.008044242858886719,6955.666666666667,741.0,12526.0,0.002299889922142029,0.0,0.00803685188293457,0.009403401613235473,0.0,0.016038894653320312
20867.0,12.0,4.0,0.01280383222243365,0.00794076919555664,0.016422748565673828,0.004238487692440257,0.0,0.008055925369262695,5216.75,731.0,11172.0,0.003011953129487879,0.0,0.008058309555053711,0.0167511126574348,0.007927656173706055,0.02404189109802246
20867.0,12.0,5.0,0.01455709763935634,0.00754547119140625,0.016060352325439453,0.004280856677464077,0.0,0.00800466537475586,4173.4,703.0,7942.0,0.0031671864645821707,0.0,0.008659601211547852,0.018572628498077393,0.01596546173095703,0.02405095100402832
20867.0,12.0,6.0,0.01600301587903822,0.007993936538696289,0.024009227752685547,0.0043260793428163274,0.0,0.008043050765991211,3477.8333333333335,694.0,7547.0,0.0030278450733906516,0.0,0.008027076721191406,0.020114724700515334,0.007996797561645508,0.024239301681518555
20867.0,12.0,7.0,0.018488645553588867,0.009238481521606445,0.03282046318054199,0.0050843857430122995,0.0,0.01736164093017578,2981.0,695.0,6507.0,0.005243254137468767,0.0,0.01678323745727539,0.027604953662769216,0.013056039810180664,0.03757905960083008
20867.0,12.0,8.0,0.01979285478591919,0.01305079460144043,0.03129434585571289,0.005260976461263804,0.0,0.015679121017456055,2608.375,594.0,5177.0,0.004638648950136625,0.0,0.015628337860107422,0.026128741411062386,0.015562057495117188,0.032221078872680664
20867.0,12.0,9.0,0.023752518675544045,0.011046409606933594,0.04004621505737305,0.0038458217274058948,0.0,0.016472339630126953,2318.5555555555557,169.0,6605.0,0.005435751243071122,0.0,0.01696300506591797,0.0332563654942946,0.01562643051147461,0.055574893951416016
20867.0,12.0,10.0,0.024912721970502066,0.015579700469970703,0.056000471115112305,0.004435567294850069,0.0,0.015975236892700195,2086.7,162.0,4769.0,0.005181214388679056,0.0,0.015668153762817383,0.03522420864479214,0.015639781951904297,0.05624198913574219
20867.0,12.0,11.0,0.028475317690107558,0.015615224838256836,0.048539161682128906,0.00768712494108412,0.0,0.01600790023803711,1897.0,183.0,3452.0,0.007284482320149739,0.0,0.021697521209716797,0.04122436046600342,0.031241655349731445,0.05600762367248535
20867.0,12.0,12.0,0.02467417335510254,0.015052556991577148,0.04687619209289551,0.006443992614746093,0.0,0.017072677612304688,1738.9166666666667,9.0,3981.0,0.006435375690460205,0.0,0.01741313934326172,0.03719100975990296,0.02314901351928711,0.07019257545471191
20867.0,12.0,13.0,0.027159883425785944,0.015577077865600586,0.03849029541015625,0.007085525072537935,0.0,0.015676498413085938,1605.1538461538462,229.0,3225.0,0.006796832268054669,0.0,0.01568317413330078,0.041301218362954945,0.03123617172241211,0.04803276062011719
20867.0,12.0,14.0,0.029594878673553468,0.0155792236328125,0.04955792427062988,0.007347107172012329,0.0,0.0312497615814209,1490.5,38.0,2829.0,0.007892648458480835,0.0,0.02193903923034668,0.04451778674125671,0.029225826263427734,0.0720069408416748
12455.0,13.0,3.0,0.007997300889756944,0.007971525192260742,0.008011579513549805,0.0017810132768419054,0.0,0.008029699325561523,4151.666666666667,2466.0,5741.0,0.0,0.0,0.0,0.00266620847913954,0.0,0.007999897003173828
12455.0,13.0,4.0,0.007335086663564046,0.0,0.00804591178894043,0.003999948501586914,0.0,0.008034706115722656,3113.75,23.0,5453.0,0.003328998883565267,0.0,0.007999658584594727,0.008003652095794678,0.007964611053466797,0.008034467697143555
12455.0,13.0,5.0,0.011559857262505425,0.00797724723815918,0.01602649688720703,0.0017802715301513672,0.0,0.008024454116821289,2491.0,253.0,5549.0,0.0017755296495225695,0.0,0.008002281188964844,0.0017734898461235894,0.0,0.007997751235961914
