n_datapoints,n_features,n_clusters,t_A_median,t_A_min,t_A_max,t_B_median,t_B_min,t_B_max,median_cluster_size,min_cluster_size,max_cluster_size
241600.0,18.0,3.0,93.75,46.875,109.375,15.625,0.0,31.25,80533.33333333333,5120.0,205343.0
241600.0,18.0,4.0,109.375,62.5,218.75,15.625,0.0,46.875,60400.0,4608.0,177929.0
241600.0,18.0,5.0,140.625,78.125,156.25,15.625,0.0,31.25,48320.0,4105.0,154673.0
241600.0,18.0,6.0,140.625,93.75,187.5,15.625,0.0,15.625,40266.666666666664,4105.0,112730.0
241600.0,18.0,7.0,156.25,93.75,187.5,15.625,0.0,31.25,34514.28571428572,4102.0,103968.0
241600.0,18.0,8.0,171.875,109.375,218.75,15.625,0.0,31.25,30200.0,4102.0,74195.0
241600.0,18.0,9.0,187.5,125.0,234.375,15.625,0.0,31.25,26844.444444444445,4102.0,73035.0
241600.0,18.0,10.0,203.125,125.0,265.625,15.625,0.0,46.875,24160.0,4102.0,53081.0
241600.0,18.0,11.0,218.75,78.125,328.125,15.625,0.0,31.25,21963.636363636364,2438.0,53394.0
241600.0,18.0,12.0,234.375,156.25,312.5,15.625,0.0,31.25,20133.333333333332,4102.0,34054.0
241600.0,18.0,13.0,234.375,171.875,296.875,15.625,0.0,15.625,18584.615384615383,4102.0,29231.0
241600.0,18.0,14.0,265.625,187.5,375.0,15.625,0.0,31.25,17257.14285714286,4091.0,29750.0
241600.0,18.0,15.0,281.25,234.375,359.375,15.625,0.0,31.25,16106.666666666666,4101.0,27508.0
241600.0,18.0,16.0,296.875,0.0,390.625,15.625,0.0,46.875,15100.0,3383.0,46623.0
241600.0,18.0,17.0,343.75,218.75,453.125,15.625,0.0,46.875,14211.764705882353,3383.0,30972.0
241600.0,18.0,18.0,359.375,234.375,421.875,15.625,0.0,31.25,13422.222222222223,2420.0,26589.0
241600.0,18.0,19.0,359.375,250.0,468.75,15.625,0.0,31.25,12715.78947368421,2438.0,20004.0
241600.0,18.0,20.0,375.0,296.875,421.875,15.625,0.0,31.25,12080.0,2438.0,25667.0
241600.0,18.0,21.0,390.625,281.25,437.5,15.625,0.0,62.5,11504.761904761905,2438.0,20922.0
241600.0,18.0,22.0,406.25,296.875,453.125,15.625,0.0,31.25,10981.818181818182,2438.0,19290.0
241600.0,18.0,23.0,421.875,359.375,500.0,15.625,0.0,31.25,10504.347826086956,484.0,20000.0
241600.0,18.0,24.0,437.5,312.5,500.0,15.625,0.0,31.25,10066.666666666666,2327.0,26670.0
241600.0,18.0,25.0,453.125,375.0,546.875,15.625,0.0,31.25,9664.0,2297.0,26387.0
241600.0,18.0,26.0,468.75,312.5,515.625,0.0,0.0,31.25,9292.307692307691,2293.0,18066.0
241600.0,18.0,27.0,484.375,328.125,531.25,15.625,0.0,15.625,8948.148148148148,2438.0,19196.0
241600.0,18.0,28.0,484.375,343.75,562.5,15.625,0.0,31.25,8628.57142857143,2326.0,16982.0
241600.0,18.0,29.0,515.625,359.375,640.625,15.625,0.0,31.25,8331.034482758621,484.0,17916.0
241600.0,18.0,30.0,531.25,406.25,578.125,15.625,0.0,15.625,8053.333333333333,1943.0,21816.0
241600.0,18.0,31.0,546.875,421.875,593.75,15.625,0.0,15.625,7793.548387096775,2327.0,17962.0
241600.0,18.0,32.0,546.875,421.875,578.125,15.625,0.0,31.25,7550.0,1987.0,17132.0
241600.0,18.0,33.0,578.125,453.125,765.625,15.625,0.0,31.25,7321.212121212121,2326.0,17003.0
241600.0,18.0,34.0,578.125,453.125,625.0,15.625,0.0,31.25,7105.882352941177,2300.0,17787.0
241600.0,18.0,35.0,593.75,421.875,640.625,15.625,0.0,15.625,6902.857142857143,728.0,15922.0
241600.0,18.0,36.0,609.375,453.125,640.625,15.625,0.0,31.25,6711.111111111111,484.0,15175.0
241600.0,18.0,37.0,625.0,453.125,656.25,15.625,0.0,31.25,6529.72972972973,2180.0,25932.0
241600.0,18.0,38.0,640.625,484.375,734.375,15.625,0.0,15.625,6357.894736842105,2184.0,17121.0
241600.0,18.0,39.0,656.25,484.375,703.125,15.625,0.0,15.625,6194.871794871795,2326.0,17098.0
241600.0,18.0,40.0,656.25,500.0,703.125,15.625,0.0,15.625,6040.0,1870.0,14673.0
241600.0,18.0,41.0,687.5,500.0,765.625,15.625,0.0,31.25,5892.682926829269,680.0,17814.0
241600.0,18.0,42.0,703.125,500.0,750.0,15.625,0.0,15.625,5752.380952380952,2221.0,14515.0
241600.0,18.0,43.0,718.75,562.5,765.625,15.625,0.0,31.25,5618.604651162791,2008.0,14697.0
241600.0,18.0,44.0,718.75,562.5,765.625,15.625,0.0,31.25,5490.909090909091,1206.0,15123.0
241600.0,18.0,45.0,750.0,578.125,796.875,15.625,0.0,15.625,5368.888888888889,1623.0,15132.0
241600.0,18.0,46.0,750.0,593.75,812.5,15.625,0.0,31.25,5252.173913043478,1695.0,14626.0
241600.0,18.0,47.0,765.625,562.5,812.5,15.625,0.0,31.25,5140.425531914893,801.0,14647.0
241600.0,18.0,48.0,765.625,625.0,843.75,15.625,0.0,15.625,5033.333333333333,1346.0,15010.0
241600.0,18.0,49.0,796.875,640.625,921.875,15.625,0.0,15.625,4930.6122448979595,1490.0,15066.0
241600.0,18.0,50.0,812.5,640.625,843.75,15.625,0.0,15.625,4832.0,484.0,14690.0
241600.0,18.0,51.0,828.125,625.0,937.5,15.625,0.0,15.625,4737.254901960784,1606.0,12592.0
241600.0,18.0,52.0,828.125,625.0,906.25,15.625,0.0,15.625,4646.153846153846,1141.0,15705.0
241600.0,18.0,53.0,859.375,703.125,921.875,15.625,0.0,31.25,4558.490566037736,1181.0,15160.0
241600.0,18.0,54.0,859.375,671.875,906.25,15.625,0.0,31.25,4474.074074074074,1600.0,13087.0
241600.0,18.0,55.0,890.625,687.5,984.375,7.8125,0.0,15.625,4392.727272727273,1718.0,8755.0
241600.0,18.0,56.0,875.0,718.75,921.875,15.625,0.0,31.25,4314.285714285715,484.0,12733.0
241600.0,18.0,57.0,906.25,718.75,984.375,15.625,0.0,31.25,4238.596491228071,484.0,12877.0
241600.0,18.0,58.0,921.875,781.25,968.75,15.625,0.0,15.625,4165.517241379311,998.0,12473.0
241600.0,18.0,59.0,953.125,765.625,1203.125,15.625,0.0,31.25,4094.915254237288,484.0,9095.0
241600.0,18.0,60.0,945.3125,828.125,1046.875,15.625,0.0,15.625,4026.6666666666665,1020.0,11046.0
241600.0,18.0,61.0,968.75,765.625,1031.25,15.625,0.0,31.25,3960.655737704918,704.0,15121.0
241600.0,18.0,62.0,968.75,765.625,1031.25,7.8125,0.0,15.625,3896.7741935483873,1187.0,11843.0
241600.0,18.0,63.0,984.375,796.875,1031.25,15.625,0.0,31.25,3834.9206349206347,775.0,11843.0
241600.0,18.0,64.0,984.375,828.125,1078.125,15.625,0.0,15.625,3775.0,764.0,12511.0
241600.0,18.0,65.0,1015.625,796.875,1062.5,15.625,0.0,31.25,3716.923076923077,484.0,15116.0
241600.0,18.0,66.0,1031.25,843.75,1078.125,0.0,0.0,15.625,3660.6060606060605,790.0,7763.0
241600.0,18.0,67.0,1046.875,875.0,1109.375,15.625,0.0,31.25,3605.9701492537315,1194.0,11843.0
241600.0,18.0,68.0,1046.875,875.0,1109.375,15.625,0.0,15.625,3552.9411764705883,793.0,8687.0
241600.0,18.0,69.0,1078.125,843.75,1203.125,15.625,0.0,15.625,3501.449275362319,1000.0,8589.0
241600.0,18.0,70.0,1093.75,890.625,1187.5,0.0,0.0,15.625,3451.4285714285716,768.0,11837.0
241600.0,18.0,71.0,1109.375,890.625,1171.875,15.625,0.0,15.625,3402.8169014084506,993.0,11835.0
241600.0,18.0,72.0,1093.75,921.875,1171.875,15.625,0.0,15.625,3355.5555555555557,1022.0,7830.0
241600.0,18.0,73.0,1125.0,859.375,1187.5,15.625,0.0,31.25,3309.5890410958905,805.0,9307.0
241600.0,18.0,74.0,1140.625,906.25,1203.125,15.625,0.0,31.25,3264.864864864865,671.0,8413.0
241600.0,18.0,75.0,1156.25,953.125,1187.5,15.625,0.0,15.625,3221.3333333333335,484.0,10718.0
241600.0,18.0,76.0,1156.25,968.75,1218.75,15.625,0.0,15.625,3178.9473684210525,484.0,8208.0
241600.0,18.0,77.0,1187.5,1000.0,1234.375,15.625,0.0,15.625,3137.6623376623374,619.0,11046.0
241600.0,18.0,78.0,1187.5,1000.0,1328.125,15.625,0.0,15.625,3097.4358974358975,735.0,8197.0
241600.0,18.0,79.0,1218.75,1046.875,1312.5,0.0,0.0,15.625,3058.227848101266,484.0,7337.0
241600.0,18.0,80.0,1203.125,1000.0,1250.0,15.625,0.0,31.25,3020.0,705.0,9315.0
241600.0,18.0,81.0,1250.0,1046.875,1296.875,15.625,0.0,31.25,2982.716049382716,940.0,7233.0
241600.0,18.0,82.0,1250.0,1046.875,1296.875,15.625,0.0,15.625,2946.3414634146343,583.0,9317.0
241600.0,18.0,83.0,1265.625,1046.875,1359.375,15.625,0.0,15.625,2910.843373493976,501.0,7713.0
