n_datapoints,n_features,n_clusters,t_A_avg,t_A_min,t_A_max,t_B_avg,t_B_min,t_B_max,avg_cluster_size,min_cluster_size,max_cluster_size,t_speculation_avg,t_speculation_min,t_speculation_max,t_correction_avg,t_correction_min,t_correction_max,subsample_size
163065.0,4.0,13.0,0.06970878080888228,0.05847787857055664,0.10933780670166016,0.001455162510727391,0.0,0.015633106231689453,12543.461538461539,482.0,34319.0,0.0006010965867476029,0.0,0.015627145767211914,0.001420288374929717,0.0,0.015624761581420898,0.01
163065.0,4.0,14.0,0.08077472247434465,0.06249713897705078,0.14423513412475586,0.0017455534988574768,0.0,0.0156404972076416,11647.5,1181.0,30301.0,0.0009495033307021923,0.0,0.015629291534423828,0.0013034156199251668,0.0,0.015682220458984375,0.01
761940.0,6.0,3.0,0.15404693285624185,0.09657883644104004,0.17186307907104492,0.021690845489501953,0.01562047004699707,0.031272172927856445,253980.0,250073.0,259703.0,0.002874817167009626,0.0,0.015619277954101562,0.0038239615304129465,0.0,0.01562356948852539,0.01
761940.0,6.0,4.0,0.1807096004486084,0.11046385765075684,0.23431658744812012,0.021031018226377426,0.012010812759399414,0.03127002716064453,190485.0,189596.0,191569.0,0.004567892320694462,0.0,0.015625953674316406,0.0037066551946824595,0.0,0.01562976837158203,0.01
761940.0,6.0,5.0,0.22452531105432755,0.1429288387298584,0.30832839012145996,0.024161393825824443,0.01306462287902832,0.04712080955505371,152388.0,149773.0,155844.0,0.0030239239717141176,0.0,0.015621423721313477,0.0021222493587396084,0.0,0.015679359436035156,0.01
761940.0,6.0,6.0,0.2476074821070621,0.17292141914367676,0.2974822521209717,0.02114171730844598,0.015611410140991211,0.03130006790161133,126990.0,124641.0,128615.0,0.002896446930734735,0.0,0.015625476837158203,0.004877843354877673,0.0,0.01563119888305664,0.01
761940.0,6.0,7.0,0.2569645692224372,0.18749618530273438,0.4432809352874756,0.02045464515686035,0.007104396820068359,0.038861751556396484,108848.57142857143,105035.0,110907.0,0.004279463258508133,0.0,0.01568317413330078,0.003581723121747579,0.0,0.017154932022094727,0.01
761940.0,6.0,8.0,0.23965168541127985,0.19377994537353516,0.2968769073486328,0.017353030768307773,0.015577077865600586,0.03128528594970703,95242.5,89473.0,99904.0,0.003971766341816296,0.0,0.01565718650817871,0.003310420296408913,0.0,0.015665292739868164,0.01
761940.0,6.0,9.0,0.23916718860467276,0.20559215545654297,0.27480340003967285,0.01564533015092214,0.01502084732055664,0.01703047752380371,84660.0,80772.0,88364.0,0.0035797059535980225,0.0,0.015677690505981445,0.004000638922055562,0.0,0.01563429832458496,0.01
761940.0,6.0,10.0,0.25987177941857315,0.20745348930358887,0.2928633689880371,0.0162125215297792,0.01506805419921875,0.03126382827758789,76194.0,73460.0,82955.0,0.002541134997111995,0.0,0.01562809944152832,0.0034156194547327553,0.0,0.015643596649169922,0.01
761940.0,6.0,11.0,0.28391121263089386,0.23979640007019043,0.3088982105255127,0.015955261562181557,0.015264034271240234,0.0254976749420166,69267.27272727272,65957.0,72268.0,0.003446527149366296,0.0,0.017331361770629883,0.0020961139513098674,0.0,0.015648603439331055,0.01
761940.0,6.0,12.0,0.3029132395982742,0.25002503395080566,0.42185187339782715,0.016548356413841246,0.01560831069946289,0.0313265323638916,63495.0,60354.0,68510.0,0.002619799971580505,0.0,0.015623331069946289,0.0030171066522598267,0.0,0.015647172927856445,0.01
761940.0,6.0,13.0,0.3102339815210413,0.28123974800109863,0.37380123138427734,0.01599636784306279,0.015084981918334961,0.03124380111694336,58610.769230769234,54277.0,63115.0,0.0022469185016773365,0.0,0.01681971549987793,0.0032101413350046418,0.0,0.015635967254638672,0.01
761940.0,6.0,14.0,0.3353921985626221,0.2969186305999756,0.3675858974456787,0.01604259729385376,0.015004396438598633,0.03062915802001953,54424.28571428572,42088.0,61825.0,0.0028998804092407226,0.0,0.017207622528076172,0.004486656188964844,0.0,0.016700267791748047,0.01
104820.0,7.0,3.0,0.01719388961791992,0.011002063751220703,0.01900768280029297,0.002597999572753906,0.001984834671020508,0.003008127212524414,34940.0,66.0,67502.0,0.00041589736938476565,0.0,0.0010445117950439453,0.0003989696502685547,0.0,0.0010056495666503906,0.01
104820.0,7.0,4.0,0.02019467353820801,0.014026403427124023,0.022981643676757812,0.002412891387939453,0.0019817352294921875,0.003039121627807617,26205.0,154.0,67862.0,0.00019516944885253907,0.0,0.0009758472442626953,0.0005984306335449219,0.0,0.0010135173797607422,0.01
104820.0,7.0,5.0,0.02372431755065918,0.015608072280883789,0.035955190658569336,0.0014997323354085286,0.0,0.003002643585205078,20964.0,66.0,67899.0,0.0015516281127929688,0.0,0.01562786102294922,0.0034139156341552734,0.0,0.019954204559326172,0.01
104820.0,7.0,6.0,0.02792952741895403,0.018021106719970703,0.03830718994140625,0.002447622162955148,0.0,0.0032439231872558594,17470.0,66.0,67654.0,0.0005011728831699916,0.0,0.0010387897491455078,0.0007602827889578683,0.0,0.008643150329589844,0.01
104820.0,7.0,7.0,0.029733753204345702,0.022991657257080078,0.03130483627319336,0.001698923110961914,0.0,0.004009723663330078,14974.285714285714,66.0,43704.0,0.001962566375732422,0.0,0.015621185302734375,0.0031039953231811524,0.0,0.02200627326965332,0.01
104820.0,7.0,8.0,0.031145572662353516,0.024976730346679688,0.03350257873535156,0.0028258323669433593,0.002023935317993164,0.003045320510864258,13102.5,606.0,23055.0,0.0008165359497070313,0.0,0.0010533332824707031,0.022306108474731447,0.02197742462158203,0.02261805534362793,0.01
104820.0,7.0,9.0,0.0324212908744812,0.03000164031982422,0.03701281547546387,0.0008397698402404785,0.0,0.003041982650756836,11646.666666666666,172.0,36184.0,0.001386880874633789,0.0,0.015634536743164062,0.025472601254781086,0.015606880187988281,0.03128409385681152,0.01
104820.0,7.0,10.0,0.03402543067932129,0.03124856948852539,0.04689311981201172,0.00033402442932128906,0.0,0.0030062198638916016,10482.0,66.0,36184.0,0.0,0.0,0.0,0.01628745926751031,0.006094455718994141,0.0312347412109375,0.01
104820.0,7.0,11.0,0.04107306798299153,0.03124833106994629,0.05347800254821777,0.0031230608622233075,0.0,0.015620946884155273,9529.09090909091,197.0,36155.0,0.0,0.0,0.0,0.02495547930399577,0.015010595321655273,0.03129696846008301,0.01
104820.0,7.0,12.0,0.041257834434509276,0.031238317489624023,0.051641225814819336,0.0015614986419677734,0.0,0.015614986419677734,8735.0,218.0,23040.0,0.0031276941299438477,0.0,0.01563882827758789,0.04085540771484375,0.031226396560668945,0.04976296424865723,0.01
104820.0,7.0,13.0,0.043348105748494466,0.03124523162841797,0.046907901763916016,0.005207363764444987,0.0,0.015662431716918945,8063.076923076923,66.0,36161.0,0.0,0.0,0.0,0.010420910517374675,0.0,0.015736103057861328,0.01
104820.0,7.0,14.0,0.050403232159821884,0.031248092651367188,0.0644841194152832,0.0013575035592784052,0.0,0.015612602233886719,7487.142857142857,83.0,43566.0,0.0007225015889043393,0.0,0.015614032745361328,0.04010560201561969,0.031233549118041992,0.050980329513549805,0.01
110527.0,8.0,3.0,0.017446223427267635,0.0,0.03362154960632324,0.0037993262795840994,0.0,0.016854524612426758,36842.333333333336,9509.0,55807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
110527.0,8.0,4.0,0.020728933811187743,0.009652853012084961,0.036820173263549805,0.002619504928588867,0.0,0.01680159568786621,27631.75,5539.0,44289.0,0.0009591937065124512,0.0,0.01528167724609375,0.001512300968170166,0.0,0.015209674835205078,0.01
110527.0,8.0,5.0,0.027614365924488415,0.0166323184967041,0.03787040710449219,0.0014998804439197886,0.0,0.0030395984649658203,22105.4,2438.0,34016.0,0.001769987019625577,0.0,0.016068696975708008,9.239803660999645e-05,0.0,0.001035928726196289,0.01
110527.0,8.0,6.0,0.030443906784057617,0.01655411720275879,0.03893566131591797,0.003411779801050822,0.0,0.01685786247253418,18421.166666666668,1971.0,30820.0,0.00015586614608764648,0.0,0.001043081283569336,0.00012493133544921875,0.0,0.0010101795196533203,0.01
110527.0,8.0,7.0,0.03405133760892428,0.01979970932006836,0.04916715621948242,0.002877657230083759,0.0,0.01657414436340332,15789.57142857143,1900.0,24985.0,0.00033757870013897235,0.0,0.001096487045288086,0.00019895113431490384,0.0,0.0010347366333007812,0.01
110527.0,8.0,8.0,0.03688965903388129,0.03000473976135254,0.038964271545410156,0.0023397604624430337,0.0019991397857666016,0.0030069351196289062,13815.875,1893.0,24136.0,0.00033055411444769963,0.0,0.000995635986328125,0.0005531046125623914,0.0,0.0010056495666503906,0.01
110527.0,8.0,9.0,0.04199379512241908,0.03682231903076172,0.05150771141052246,0.002257612773350307,0.0,0.003042936325073242,12280.777777777777,2260.0,18156.0,0.0005987439836774554,0.0,0.0010364055633544922,0.00037144933428083146,0.0,0.0010366439819335938,0.01
110527.0,8.0,10.0,0.0460109349453088,0.03794121742248535,0.04925799369812012,0.002395969448667584,0.001966714859008789,0.003044605255126953,11052.7,1778.0,17615.0,0.0005135030457467744,0.0,0.0010132789611816406,0.0004812298399029356,0.0,0.0010013580322265625,0.01
110527.0,8.0,11.0,0.049909001902530066,0.03999757766723633,0.06696557998657227,0.002280718401858681,0.0,0.015648841857910156,10047.90909090909,1776.0,16761.0,0.00036761635228207235,0.0,0.0010056495666503906,0.0004695842140599301,0.0,0.0010027885437011719,0.01
110527.0,8.0,12.0,0.052621240799243636,0.044011592864990234,0.05604410171508789,0.0023469833227304313,0.0019521713256835938,0.0030393600463867188,9210.583333333334,1859.0,14011.0,0.0005556299136235163,0.0,0.0010464191436767578,0.0003830561271080604,0.0,0.0010373592376708984,0.01
110527.0,8.0,13.0,0.06045580387115478,0.046558380126953125,0.0754537582397461,0.0017410039901733399,0.0,0.016666650772094727,8502.076923076924,1483.0,13405.0,0.0003505802154541016,0.0,0.015476226806640625,0.0006533694267272949,0.0,0.015048742294311523,0.01
110527.0,8.0,14.0,0.06273650400566333,0.04688382148742676,0.07860374450683594,0.00282387299971147,0.0,0.016785860061645508,7894.785714285715,1411.0,12054.0,0.0005142905495383523,0.0,0.01563096046447754,0.0005032582716508346,0.0,0.015616655349731445,0.01
111753.0,9.0,3.0,0.02218937873840332,0.017856359481811523,0.02499556541442871,0.0026789307594299316,0.0,0.004006385803222656,37251.0,25295.0,56211.0,0.0002467632293701172,0.0,0.0009870529174804688,0.00024831295013427734,0.0,0.0009932518005371094,0.01
111753.0,9.0,4.0,0.02433609962463379,0.017000913619995117,0.028007030487060547,0.0033376216888427734,0.0030012130737304688,0.0040018558502197266,27938.25,25295.0,30247.0,0.000330050786336263,0.0,0.000990152359008789,0.0006608168284098307,0.0,0.0009913444519042969,0.01
111753.0,9.0,5.0,0.026507019996643066,0.02100348472595215,0.032010555267333984,0.0034999847412109375,0.003000020980834961,0.003999948501586914,22350.6,13259.0,28610.0,0.0,0.0,0.0,0.0004950761795043945,0.0,0.000990152359008789,0.01
111753.0,9.0,6.0,0.036746203899383545,0.02700638771057129,0.04196286201477051,0.0037493109703063965,0.0030333995819091797,0.003997802734375,18625.5,4572.0,28610.0,0.00025910139083862305,0.0,0.0010364055633544922,0.0007417798042297363,0.0,0.0010023117065429688,0.01
111753.0,9.0,7.0,0.041585683822631836,0.02900385856628418,0.051679372787475586,0.003660996754964193,0.0,0.015659093856811523,15964.714285714286,69.0,28124.0,0.00022220611572265625,0.0,0.0010006427764892578,0.0006694793701171875,0.0,0.002000570297241211,0.01
111753.0,9.0,8.0,0.04778592586517334,0.031270503997802734,0.0609738826751709,0.000998067855834961,0.0,0.003991127014160156,13969.125,204.0,30247.0,0.00020031929016113282,0.0,0.001003265380859375,0.0002000570297241211,0.0,0.0010006427764892578,0.01
111753.0,9.0,9.0,0.049142724589297644,0.03932452201843262,0.06366109848022461,0.0035250688854016757,0.0,0.016477346420288086,12417.0,79.0,30247.0,0.0005200913077906558,0.0,0.0017786026000976562,0.002410436931409334,0.0,0.014597177505493164,0.01
111753.0,9.0,10.0,0.04962165355682373,0.031252384185791016,0.0625455379486084,0.0015615224838256836,0.0,0.015615224838256836,11175.3,79.0,30247.0,0.004685640335083008,0.0,0.015624284744262695,0.0015608549118041992,0.0,0.015608549118041992,0.01
111753.0,9.0,11.0,0.05252977779933384,0.046868085861206055,0.062477827072143555,0.004461424691336495,0.0,0.01561737060546875,10159.363636363636,79.0,28492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
111753.0,9.0,12.0,0.05975697040557861,0.046846628189086914,0.07547640800476074,0.0004008054733276367,0.0,0.004008054733276367,9312.75,86.0,28518.0,0.0016623735427856445,0.0,0.015623092651367188,0.0,0.0,0.0,0.01
111753.0,9.0,13.0,0.06345089999112216,0.0468449592590332,0.07811641693115234,0.003873608329079368,0.0,0.016772747039794922,8596.384615384615,236.0,28345.0,0.0008015199141068892,0.0,0.015619039535522461,0.0025376406582919035,0.0,0.015622138977050781,0.01
111753.0,9.0,14.0,0.06856262683868408,0.06448125839233398,0.07430768013000488,0.0032291809717814126,0.0029659271240234375,0.004010677337646484,7982.357142857143,133.0,25247.0,0.0005021625094943576,0.0,0.0010128021240234375,0.0024376577801174587,0.0009706020355224609,0.003036022186279297,0.01
581835.0,10.0,3.0,0.14865292821611678,0.07999467849731445,0.17228412628173828,0.012808561325073242,0.0,0.01965785026550293,193945.0,123560.0,229244.0,0.0035002316747392926,0.0,0.015636920928955078,0.0036660262516566683,0.0,0.01650094985961914,0.01
581835.0,10.0,4.0,0.18016182631254196,0.1045072078704834,0.20128083229064941,0.01254727691411972,0.0,0.020495176315307617,145458.75,36742.0,215619.0,0.0038050636649131775,0.0,0.016689062118530273,0.0032254084944725037,0.0,0.01627516746520996,0.01
581835.0,10.0,5.0,0.20462933491016255,0.13295388221740723,0.23295164108276367,0.013009363207323798,0.0,0.02324509620666504,116367.0,24799.0,204255.0,0.0010757117435849946,0.0,0.01699066162109375,0.004571552934317753,0.0,0.01684856414794922,0.01
581835.0,10.0,6.0,0.22601316804471222,0.15828418731689453,0.2757384777069092,0.014001758202262547,0.0,0.02796196937561035,96972.5,18339.0,127125.0,0.0034444021142047386,0.0,0.01671910285949707,0.005049964656000552,0.0,0.015688180923461914,0.01
581835.0,10.0,7.0,0.25387349605560305,0.1667342185974121,0.27698636054992676,0.011803441047668457,0.0,0.019205808639526367,83119.28571428571,8161.0,155322.0,0.002453470230102539,0.0,0.015682697296142578,0.0072882938385009765,0.0,0.021739482879638672,0.01
581835.0,10.0,8.0,0.276918058042173,0.22100448608398438,0.32460522651672363,0.013642470041910807,0.0,0.026619911193847656,72729.375,19836.0,112555.0,0.002697242630852593,0.0,0.015642166137695312,0.005398286713494195,0.0,0.01750922203063965,0.01
581835.0,10.0,9.0,0.30292076697716347,0.24985408782958984,0.3517277240753174,0.012675153292142428,0.0,0.025003433227539062,64648.333333333336,18135.0,110995.0,0.0016629255734957181,0.0,0.015676021575927734,0.0070141022021953875,0.0,0.02188587188720703,0.01
581835.0,10.0,10.0,0.32336019145117867,0.2537393569946289,0.340869665145874,0.01125176747639974,0.0,0.02612590789794922,58183.5,25864.0,104416.0,0.0021570059988233778,0.0,0.016280651092529297,0.007491171360015869,0.0,0.0169525146484375,0.01
581835.0,10.0,11.0,0.34455643097559613,0.28130149841308594,0.37316322326660156,0.012065112590789795,0.0,0.024040699005126953,52894.09090909091,20458.0,77012.0,0.0029420057932535806,0.0,0.016604900360107422,0.008490810791651407,0.0,0.01952338218688965,0.01
581835.0,10.0,12.0,0.36784810066223145,0.34081172943115234,0.40047740936279297,0.012034602165222168,0.0,0.021926403045654297,48486.25,6554.0,68810.0,0.0023868799209594725,0.0,0.015621423721313477,0.011529161930084228,0.0,0.020641565322875977,0.01
581835.0,10.0,13.0,0.39895738807379033,0.3457198143005371,0.49758148193359375,0.011337298972933901,0.0,0.02008366584777832,44756.53846153846,20628.0,56954.0,0.002843898885390338,0.0,0.017069578170776367,0.007948959574979894,0.0,0.019312381744384766,0.01
581835.0,10.0,14.0,0.41888396283413504,0.3749997615814209,0.4582557678222656,0.011185493875057139,0.0,0.0199887752532959,41559.642857142855,10052.0,77122.0,0.002207893006345059,0.0,0.0156707763671875,0.008683224941821808,0.0,0.015678882598876953,0.01
177147.0,11.0,3.0,0.04899191856384277,0.031233787536621094,0.06249427795410156,0.0026222864786783853,0.0,0.01562356948852539,59049.0,37178.0,78845.0,0.0002224180433485243,0.0,0.0010037422180175781,0.0003312693701850043,0.0,0.001990079879760742,0.01
177147.0,11.0,4.0,0.05659398436546326,0.031250953674316406,0.07745790481567383,0.003451600670814514,0.0,0.01637101173400879,44286.75,32991.0,55589.0,0.0006459429860115051,0.0,0.01562643051147461,0.0027533769607543945,0.0,0.015624761581420898,0.01
177147.0,11.0,5.0,0.06423923373222351,0.03124690055847168,0.07984066009521484,0.003671924273173014,0.0,0.015619039535522461,35429.4,29696.0,39601.0,8.386373519897461e-05,0.0,0.0010118484497070312,0.002901862064997355,0.0,0.015714406967163086,0.01
177147.0,11.0,6.0,0.07653991107282967,0.04686617851257324,0.1030733585357666,0.0021347999572753906,0.0,0.015629291534423828,29524.5,21547.0,37508.0,0.0006156954272040006,0.0,0.015623807907104492,0.0032104952581997574,0.0,0.01567220687866211,0.01
177147.0,11.0,7.0,0.07987675666809083,0.06247758865356445,0.09374547004699707,0.0020855045318603515,0.0,0.01561880111694336,25306.714285714286,9504.0,35220.0,0.0,0.0,0.0,0.006897850036621094,0.0,0.01564812660217285,0.01
177147.0,11.0,8.0,0.0866217260007505,0.062488555908203125,0.10741806030273438,0.004194542213722512,0.0,0.015944957733154297,22143.375,14726.0,34414.0,0.0005783681516294126,0.0,0.01561594009399414,0.005692632110030563,0.0,0.01934075355529785,0.01
177147.0,11.0,9.0,0.09427686955066437,0.07812738418579102,0.1093292236328125,0.0026475774480941446,0.0,0.01567554473876953,19683.0,8988.0,34060.0,8.535385131835938e-05,0.0,0.0010106563568115234,0.009956517118088742,0.0,0.015713930130004883,0.01
177147.0,11.0,10.0,0.1032980373927525,0.07813525199890137,0.12119507789611816,0.00212728636605399,0.0,0.015623331069946289,17714.7,7786.0,29942.0,0.0004749025617327009,0.0,0.015622138977050781,0.011933776310511998,0.0,0.01567554473876953,0.01
177147.0,11.0,11.0,0.11221215460035536,0.07813239097595215,0.13123083114624023,0.001433700022071299,0.0,0.01788926124572754,16104.272727272728,9370.0,29994.0,0.0010177776066943854,0.0,0.015626907348632812,0.011165440684617167,0.0,0.031247854232788086,0.01
177147.0,11.0,12.0,0.11809525247347558,0.09376168251037598,0.13040542602539062,0.0034264750399832,0.0,0.016402721405029297,14762.25,5488.0,34439.0,0.0006132732003422107,0.0,0.015635251998901367,0.014258449360475703,0.0,0.026920080184936523,0.01
177147.0,11.0,13.0,0.1252572030732126,0.10938501358032227,0.1406383514404297,0.00468525742039536,0.0,0.015712976455688477,13626.692307692309,7587.0,18614.0,0.0010861844727487276,0.0,0.01562786102294922,0.012811256177497633,0.0,0.03625130653381348,0.01
177147.0,11.0,14.0,0.13461154904858819,0.11483550071716309,0.1510937213897705,0.004522808666886954,0.0,0.018590211868286133,12653.357142857143,7131.0,27564.0,0.0009107754148285964,0.0,0.01563549041748047,0.014156004478191507,0.0,0.0380253791809082,0.01
531441.0,12.0,3.0,0.16040414174397785,0.0956270694732666,0.18626070022583008,0.012861426671346028,0.0,0.01567816734313965,177147.0,100228.0,242690.0,0.0,0.0,0.0,0.003326129913330078,0.0,0.015629291534423828,0.01
531441.0,12.0,4.0,0.1812752882639567,0.11644744873046875,0.1932506561279297,0.01247706413269043,0.0,0.026024580001831055,132860.25,85762.0,183689.0,0.0029041210810343424,0.0,0.01562809944152832,0.0030031442642211915,0.0,0.01562976837158203,0.01
531441.0,12.0,5.0,0.21760634183883668,0.13573145866394043,0.24073052406311035,0.01146189570426941,0.0,0.023360013961791992,106288.2,77125.0,135926.0,0.0013725459575653076,0.0,0.015630483627319336,0.0027199983596801758,0.0,0.015663623809814453,0.01
531441.0,12.0,6.0,0.23526947121871145,0.16175413131713867,0.25170302391052246,0.011836340552882144,0.0,0.019332170486450195,88573.5,43258.0,128446.0,0.0028200149536132812,0.0,0.015628576278686523,0.0022221113506116367,0.0,0.017646074295043945,0.01
531441.0,12.0,7.0,0.26966439723968505,0.18016290664672852,0.29331159591674805,0.010346248149871826,0.0,0.026046276092529297,75920.14285714286,40073.0,102728.0,0.0031697583198547364,0.0,0.016361474990844727,0.0031641221046447756,0.0,0.015657901763916016,0.01
531441.0,12.0,8.0,0.29495075203123544,0.20998454093933105,0.3337879180908203,0.011925146693275088,0.0,0.026973485946655273,66430.125,41221.0,97064.0,0.0016543978736514137,0.0,0.016705751419067383,0.003048374539329892,0.0,0.015679121017456055,0.01
531441.0,12.0,9.0,0.3263232254981995,0.24307036399841309,0.37186431884765625,0.01203274965286255,0.0,0.022881746292114258,59049.0,24448.0,123274.0,0.002182168960571289,0.0,0.015720129013061523,0.003505902290344238,0.0,0.015657663345336914,0.01
531441.0,12.0,10.0,0.3518910490233323,0.26088929176330566,0.3829164505004883,0.010042050789142477,0.0,0.0172426700592041,53144.1,12450.0,96576.0,0.0014113722176387392,0.0,0.014478921890258789,0.005776158694563241,0.0,0.018624305725097656,0.01
531441.0,12.0,11.0,0.3720847314054316,0.2798640727996826,0.4254741668701172,0.011019630865617231,0.0,0.0203549861907959,48312.818181818184,24056.0,85220.0,0.0027452057058160954,0.0,0.01586771011352539,0.006450458006425338,0.0,0.017840862274169922,0.01
531441.0,12.0,12.0,0.40743494033813477,0.36752915382385254,0.48502206802368164,0.00868660608927409,0.0,0.01812005043029785,44286.75,23652.0,81043.0,0.0022518118222554524,0.0,0.01562190055847168,0.00754090944925944,0.0,0.019121885299682617,0.01
531441.0,12.0,13.0,0.42124928561123937,0.3706955909729004,0.4437143802642822,0.010749092969027433,0.0,0.024892807006835938,40880.07692307692,24795.0,81594.0,0.001196952299638228,0.0,0.015621662139892578,0.006305274096402255,0.0,0.021282196044921875,0.01
531441.0,12.0,14.0,0.44171786785125733,0.3670477867126465,0.4945564270019531,0.011673099994659424,0.0,0.02076411247253418,37960.07142857143,11799.0,67603.0,0.0030382990837097166,0.0,0.015740633010864258,0.004743897914886474,0.0,0.016364336013793945,0.01
138509.0,14.0,3.0,0.0436666841092317,0.015625953674316406,0.054756879806518555,0.007327048674873684,0.0,0.02272820472717285,46169.666666666664,749.0,135437.0,0.0,0.0,0.0,0.0007248339445694634,0.0,0.015670299530029297,0.01
138509.0,14.0,4.0,0.04868961705101861,0.031307220458984375,0.0625150203704834,0.006410254372490777,0.0,0.01563739776611328,34627.25,38.0,133856.0,0.0008676449457804362,0.0,0.015617609024047852,0.0,0.0,0.0,0.01
138509.0,14.0,5.0,0.0583158016204834,0.03127336502075195,0.07237792015075684,0.006452369689941406,0.0,0.01564931869506836,27701.8,138.0,132757.0,0.0012907123565673829,0.0,0.015635967254638672,0.0006645107269287109,0.0,0.015622377395629883,0.01
138509.0,14.0,6.0,0.06792986834490741,0.04687762260437012,0.07911992073059082,0.004814624786376953,0.0,0.015631914138793945,23084.833333333332,3.0,127167.0,0.0,0.0,0.0,0.0012696672368932654,0.0,0.015624523162841797,0.01
138509.0,14.0,7.0,0.07356113546034869,0.04686546325683594,0.09385895729064941,0.004000088747809915,0.0,0.015663623809814453,19787.0,327.0,107024.0,0.0009787713780122645,0.0,0.01562976837158203,0.0018677080378812902,0.0,0.015664100646972656,0.01
138509.0,14.0,8.0,0.0791531595690497,0.04687666893005371,0.09375691413879395,0.006558623807183628,0.0,0.015639305114746094,17313.625,335.0,96395.0,7.062122739594558e-05,0.0,0.0010387897491455078,0.0011465960535509833,0.0,0.015636682510375977,0.01
138509.0,14.0,9.0,0.08423496882120768,0.06253933906555176,0.10660457611083984,0.007979559898376464,0.0,0.015672683715820312,15389.888888888889,208.0,95760.0,0.0010751962661743164,0.0,0.0156252384185791,0.0010742664337158204,0.0,0.015622615814208984,0.01
138509.0,14.0,10.0,0.09648970401648319,0.06250858306884766,0.14392828941345215,0.00535793737931685,0.0,0.015633583068847656,13850.9,100.0,92172.0,0.0005035833878950639,0.0,0.015619039535522461,0.0005035400390625,0.0,0.015615701675415039,0.01
138509.0,14.0,11.0,0.10023554733821324,0.07811856269836426,0.1145014762878418,0.004463698182787214,0.0,0.015643596649169922,12591.727272727272,38.0,96566.0,0.0005573374884469169,0.0,0.015605449676513672,0.001115100724356515,0.0,0.015619993209838867,0.01
138509.0,14.0,12.0,0.10851697127024333,0.07812261581420898,0.12496733665466309,0.004772080315483941,0.0,0.01563286781311035,11542.416666666666,60.0,93314.0,0.00043505430221557617,0.0,0.015661954879760742,0.0008662939071655273,0.0,0.015610933303833008,0.01
138509.0,14.0,13.0,0.11508172018486157,0.0937645435333252,0.12505030632019043,0.004386040202358313,0.0,0.01566338539123535,10654.538461538461,42.0,90519.0,0.0002738258294891893,0.0,0.015608072280883789,0.001369367566025048,0.0,0.015626192092895508,0.01
